capital-gain,hours-per-week, ,capital-gain,hours-per-week, ,capital-gain,hours-per-week, ,capital-gain,hours-per-week, ,capital-gain,hours-per-week,Reward,Average Success Rate,Proportions Difference,L1 Norm
-1,0, ,19,-13, ,-58,-3, ,0,2, ,760,13,1096.22,1.0,0.0,162.2
0,0, ,0,-3, ,748,98, ,-4,0, ,0,0,1096.22,1.0,0.0,162.15
0,1, ,565,0, ,0,1, ,1,-1, ,7,0,1096.21,0.98,0.02,115.2
661,-78, ,101,9, ,1,-1, ,0,0, ,0,0,1096.21,1.0,0.0,162.25
-157,0, ,736,18, ,2,58, ,0,0, ,0,0,1096.2,1.0,0.0,162.43
0,0, ,0,-6, ,776,30, ,-7,0, ,0,0,1096.2,1.0,0.0,162.4
713,37, ,0,44, ,-139,-19, ,0,0, ,0,0,1096.19,1.0,0.0,162.52
674,80, ,-219,71, ,-591,-20, ,0,0, ,0,0,1096.17,1.0,0.0,162.7
-48,1, ,566,5, ,0,80, ,0,0, ,0,0,1096.15,0.98,0.01,126.47
-21,1, ,595,3, ,0,34, ,0,0, ,0,0,1096.13,0.98,0.01,126.68
-26,-2, ,0,-5, ,616,10, ,0,0, ,0,0,1096.13,0.98,0.01,126.75
-48,1, ,589,3, ,0,41, ,0,0, ,0,0,1096.11,0.98,0.01,126.91
-288,-15, ,622,12, ,0,53, ,0,0, ,0,0,1096.08,0.99,0.01,140.22
475,-98, ,174,-11, ,0,-2, ,0,-1, ,0,0,1096.08,0.99,0.01,140.26
0,0, ,12,-13, ,-124,-4, ,0,10, ,720,98,1096.07,1.0,0.0,163.92
-37,-4, ,0,-3, ,621,10, ,0,0, ,0,0,1096.04,0.98,0.01,127.79
717,78, ,-168,29, ,-551,-17, ,0,0, ,0,0,1095.99,1.0,0.0,164.8
680,91, ,18,33, ,-366,-36, ,0,0, ,0,0,1095.98,1.0,0.0,164.91
576,68, ,-2,54, ,55,0, ,10,13, ,-72,98,1095.98,1.0,0.0,164.93
703,83, ,17,26, ,-508,-25, ,0,0, ,0,0,1095.88,1.0,0.0,166.09
0,0, ,3,-11, ,-13,-5, ,0,1, ,575,0,1095.88,0.98,0.02,119.07
221,-46, ,20,-62, ,269,-38, ,-20,-29, ,1,0,1095.88,0.98,0.01,129.66
681,98, ,-239,79, ,-728,-32, ,0,0, ,0,0,1095.86,1.0,0.0,166.43
696,93, ,-18,61, ,-570,-21, ,0,0, ,0,0,1095.82,1.0,0.0,166.84
-452,1, ,3,-10, ,-592,-5, ,0,43, ,538,0,1095.77,0.98,0.02,120.33
-35,-5, ,0,-3, ,701,10, ,0,0, ,0,0,1095.76,0.99,0.01,143.98
0,6, ,582,1, ,0,1, ,1,-1, ,11,0,1095.75,0.98,0.02,120.59
0,-38, ,86,-14, ,675,29, ,-5,0, ,1,0,1095.73,1.0,0.0,167.86
0,0, ,0,-4, ,799,38, ,-6,0, ,0,0,1095.71,1.0,0.0,168.15
556,-98, ,25,-61, ,145,1, ,-6,-48, ,1,0,1095.7,1.0,0.0,168.32
0,0, ,0,-5, ,807,29, ,-8,0, ,0,0,1095.7,1.0,0.0,168.21
219,-37, ,16,-52, ,306,-34, ,-19,-17, ,1,0,1095.65,0.98,0.01,132.41
690,0, ,0,-3, ,-9,-2, ,-199,-2, ,87,98,1095.64,1.0,0.0,169.02
0,2, ,599,0, ,0,1, ,1,-1, ,7,0,1095.61,0.98,0.02,122.2
-125,0, ,783,16, ,2,50, ,0,0, ,0,0,1095.54,1.0,0.0,170.15
0,70, ,543,0, ,0,12, ,0,-1, ,2,0,1095.53,0.98,0.02,123.23
610,-98, ,-1,0, ,-222,0, ,-186,20, ,181,1,1095.51,1.0,0.0,170.54
733,83, ,18,25, ,-370,-18, ,0,0, ,0,0,1095.48,1.0,0.0,170.83
0,-25, ,80,-22, ,700,29, ,-5,0, ,1,0,1095.46,1.0,0.0,171.05
0,-33, ,81,-16, ,699,29, ,-4,0, ,1,0,1095.44,1.0,0.0,171.28
645,-3, ,146,98, ,2,-1, ,0,-2, ,0,0,1095.41,1.0,0.0,171.72
678,-9, ,109,98, ,2,0, ,0,-3, ,0,0,1095.37,1.0,0.0,172.11
-371,1, ,2,-9, ,-550,-6, ,-1,36, ,570,0,1095.36,0.98,0.02,125.21
0,-44, ,101,-15, ,682,26, ,-5,0, ,1,0,1095.36,1.0,0.0,172.23
618,49, ,-1,43, ,51,0, ,28,16, ,-66,68,1095.35,1.0,0.0,172.42
0,3, ,617,0, ,0,1, ,1,-1, ,7,0,1095.29,0.98,0.02,126.0
-481,-9, ,672,12, ,0,59, ,0,0, ,0,0,1095.25,0.99,0.01,149.99
-262,-66, ,645,12, ,0,57, ,0,0, ,0,0,1095.24,0.99,0.01,150.12
-242,-33, ,591,10, ,0,57, ,0,0, ,0,0,1095.22,0.98,0.01,137.43
-1,0, ,22,-15, ,-53,-3, ,0,2, ,798,30,1095.2,1.0,0.0,174.15
737,90, ,-7,94, ,-797,-14, ,0,0, ,0,0,1095.19,1.0,0.0,174.3
0,-7, ,686,0, ,-442,0, ,-455,18, ,160,0,1095.16,1.0,0.0,174.67
206,-55, ,31,-54, ,313,-43, ,-19,-29, ,1,0,1095.16,0.98,0.01,138.1
626,80, ,-2,63, ,47,0, ,11,14, ,-61,98,1095.13,1.0,0.0,174.99
714,-5, ,92,93, ,2,0, ,0,-3, ,0,0,1095.12,1.0,0.0,175.12
-419,1, ,2,-11, ,-611,-7, ,0,30, ,588,0,1095.1,0.98,0.02,128.22
605,-35, ,16,-40, ,167,0, ,-23,-20, ,1,0,1095.09,1.0,0.0,175.39
210,-54, ,22,-55, ,321,-41, ,-22,-30, ,2,0,1095.09,0.98,0.01,138.99
0,5, ,624,0, ,0,1, ,1,-1, ,10,0,1095.09,0.98,0.02,128.4
0,2, ,11,-5, ,-62,-3, ,-2,56, ,742,98,1095.09,1.0,0.0,175.47
749,66, ,-990,48, ,-970,-23, ,-5,0, ,0,0,1095.07,1.0,0.0,175.64
649,91, ,102,98, ,-739,-9, ,0,0, ,0,0,1095.04,1.0,0.0,176.08
716,-91, ,108,11, ,2,-1, ,0,-5, ,0,0,1095.02,1.0,0.0,176.26
635,52, ,-1,48, ,50,0, ,27,12, ,-75,98,1095.01,1.0,0.0,176.4
0,0, ,4,-10, ,-14,-7, ,0,1, ,625,0,1095.0,0.98,0.02,129.48
405,73, ,339,87, ,-295,1, ,8,-2, ,8,1,1094.99,1.0,0.0,176.66
216,-46, ,34,-48, ,310,-53, ,-19,-28, ,2,0,1094.99,0.98,0.01,140.09
646,67, ,-2,60, ,41,0, ,9,13, ,-68,98,1094.98,1.0,0.0,176.72
0,65, ,574,0, ,0,14, ,0,-1, ,2,0,1094.98,0.98,0.02,129.65
669,-70, ,163,12, ,1,-1, ,0,-1, ,0,0,1094.95,1.0,0.0,177.03
0,0, ,0,-4, ,850,32, ,-6,0, ,0,0,1094.94,1.0,0.0,177.18
-307,-9, ,699,12, ,0,50, ,0,0, ,0,0,1094.92,0.99,0.01,153.95
734,80, ,-459,58, ,-913,-44, ,0,0, ,0,0,1094.92,1.0,0.0,177.42
651,62, ,-2,60, ,42,0, ,10,12, ,-95,85,1094.9,1.0,0.0,177.68
595,-98, ,24,-61, ,154,1, ,-7,-46, ,1,0,1094.9,1.0,0.0,177.67
698,-8, ,118,83, ,1,0, ,0,-5, ,0,0,1094.88,1.0,0.0,177.87
273,-47, ,16,-48, ,236,-40, ,-19,-22, ,1,0,1094.83,0.98,0.02,131.46
202,-46, ,25,-57, ,338,-49, ,-22,-34, ,2,0,1094.82,0.98,0.01,142.18
430,98, ,308,97, ,-704,-41, ,0,0, ,0,0,1094.8,1.0,0.0,178.83
660,48, ,-2,38, ,60,0, ,17,14, ,-57,98,1094.77,1.0,0.0,179.26
571,0, ,0,-1, ,-9,-1, ,-24,-1, ,26,98,1094.77,0.98,0.02,132.14
-31,1, ,629,2, ,0,28, ,0,0, ,0,0,1094.77,0.98,0.02,132.14
0,0, ,7,-38, ,-28,-1, ,0,19, ,600,0,1094.74,0.98,0.02,132.45
690,98, ,52,98, ,-786,-49, ,0,0, ,0,0,1094.71,1.0,0.0,179.93
0,-28, ,76,-19, ,744,34, ,-4,0, ,1,0,1094.7,1.0,0.0,180.0
0,-51, ,426,-90, ,176,-57, ,-1,-2, ,-28,0,1094.69,0.98,0.01,143.68
0,81, ,592,0, ,0,10, ,0,-1, ,3,0,1094.69,0.98,0.02,133.06
683,98, ,91,98, ,-912,-7, ,0,0, ,0,0,1094.68,1.0,0.0,180.29
756,77, ,-609,73, ,-560,-27, ,0,0, ,0,0,1094.67,1.0,0.0,180.34
648,98, ,98,98, ,-658,-40, ,0,0, ,0,0,1094.67,1.0,0.0,180.38
510,-92, ,225,-10, ,0,-1, ,0,-1, ,0,0,1094.65,0.99,0.01,157.06
564,-3, ,275,79, ,3,-1, ,0,-2, ,0,0,1094.58,1.0,0.0,181.44
0,0, ,0,-5, ,877,25, ,-7,0, ,0,0,1094.58,1.0,0.0,181.41
626,88, ,128,66, ,-628,-47, ,0,0, ,0,0,1094.55,1.0,0.0,181.83
0,0, ,6,-38, ,-27,-1, ,0,16, ,672,0,1094.49,0.98,0.01,146.05
0,-39, ,393,0, ,-292,0, ,-860,54, ,248,0,1094.48,0.98,0.01,146.12
0,3, ,12,-5, ,-64,-3, ,-2,45, ,785,98,1094.48,1.0,0.0,182.59
-129,0, ,0,-6, ,727,1, ,0,0, ,0,0,1094.4,0.98,0.01,147.03
0,86, ,610,0, ,0,10, ,0,-1, ,3,0,1094.38,0.98,0.02,136.69
800,90, ,-20,40, ,-641,-19, ,0,0, ,0,0,1094.37,1.0,0.0,183.91
679,54, ,-1,46, ,49,0, ,24,13, ,-74,98,1094.32,1.0,0.0,184.56
0,0, ,9,-11, ,-105,-4, ,0,8, ,830,98,1094.32,1.0,0.0,184.53
-32,-5, ,0,-3, ,786,11, ,0,0, ,0,0,1094.3,0.99,0.01,161.17
609,-3, ,245,92, ,5,-1, ,0,-2, ,0,0,1094.28,1.0,0.0,184.92
785,70, ,20,41, ,-404,-21, ,0,0, ,0,0,1094.27,1.0,0.0,185.04
243,-30, ,16,-46, ,248,-40, ,-20,-17, ,1,0,1094.26,0.97,0.02,125.15
773,78, ,39,31, ,-508,-24, ,0,0, ,0,0,1094.26,1.0,0.0,185.24
0,0, ,4,-11, ,-13,-6, ,0,1, ,669,0,1094.25,0.98,0.02,138.27
680,98, ,111,98, ,-757,-16, ,0,0, ,0,0,1094.24,1.0,0.0,185.44
693,53, ,-2,38, ,54,0, ,19,12, ,-68,98,1094.23,1.0,0.0,185.51
0,43, ,623,0, ,0,23, ,0,-2, ,2,0,1094.23,0.98,0.02,138.44
0,-5, ,742,0, ,-415,0, ,-520,18, ,163,0,1094.19,1.0,0.0,186.07
0,34, ,647,0, ,0,10, ,0,-1, ,4,0,1094.18,0.98,0.02,139.13
824,98, ,-195,32, ,-540,-14, ,0,0, ,0,0,1094.17,1.0,0.0,186.32
0,64, ,620,0, ,0,15, ,0,-2, ,2,0,1094.17,0.98,0.02,139.21
134,-75, ,44,-79, ,-691,-7, ,-65,23, ,431,-34,1094.16,0.98,0.01,149.86
0,-79, ,428,-88, ,203,-65, ,0,-3, ,-24,0,1094.16,0.98,0.01,149.9
478,76, ,316,98, ,-322,1, ,7,-2, ,8,1,1094.15,1.0,0.0,186.55
0,0, ,10,-10, ,-89,-4, ,0,8, ,840,98,1094.15,1.0,0.0,186.53
0,0, ,0,-3, ,870,98, ,-4,0, ,0,0,1094.15,1.0,0.0,186.55
801,98, ,19,36, ,-436,-17, ,0,0, ,0,0,1094.14,1.0,0.0,186.63
809,87, ,17,29, ,-366,-18, ,0,0, ,0,0,1094.14,1.0,0.0,186.64
-250,0, ,853,20, ,2,66, ,0,0, ,0,0,1094.13,1.0,0.0,186.72
694,98, ,85,88, ,-763,-40, ,0,0, ,0,0,1094.11,1.0,0.0,186.97
-34,1, ,732,2, ,0,17, ,0,0, ,0,0,1094.1,0.98,0.01,150.57
0,49, ,693,0, ,0,9, ,0,-1, ,3,0,1094.09,0.98,0.01,150.76
810,96, ,-26,45, ,-523,-21, ,0,0, ,0,0,1094.09,1.0,0.0,187.24
800,76, ,-7,98, ,-866,-16, ,0,0, ,0,0,1094.09,1.0,0.0,187.15
720,86, ,105,43, ,-751,-8, ,0,0, ,0,0,1094.09,1.0,0.0,187.2
688,98, ,112,39, ,-377,-51, ,0,0, ,0,0,1094.08,1.0,0.0,187.35
0,18, ,722,0, ,0,9, ,0,-1, ,5,0,1094.07,0.98,0.01,150.98
0,-8, ,754,0, ,-545,0, ,-495,19, ,155,0,1094.05,1.0,0.0,187.66
820,97, ,-124,40, ,-519,-17, ,0,0, ,0,0,1094.05,1.0,0.0,187.64
0,43, ,636,0, ,0,21, ,0,-2, ,2,0,1094.05,0.98,0.02,140.64
736,-3, ,136,80, ,2,-1, ,0,-1, ,0,0,1094.05,1.0,0.0,187.65
0,0, ,0,-3, ,879,61, ,-4,0, ,0,0,1094.05,1.0,0.0,187.7
0,-27, ,72,-19, ,791,30, ,-5,0, ,1,0,1094.05,1.0,0.0,187.65
788,98, ,36,28, ,-452,-29, ,0,0, ,0,0,1094.02,1.0,0.0,188.01
-1,0, ,-1,-4, ,890,47, ,0,0, ,0,0,1094.02,1.0,0.0,188.0
810,91, ,-764,63, ,-728,-11, ,-9,0, ,0,0,1094.02,1.0,0.0,188.02
685,70, ,-2,48, ,62,0, ,12,15, ,-70,98,1094.02,1.0,0.0,187.98
0,-83, ,432,-98, ,207,-71, ,0,-3, ,-23,0,1094.02,0.98,0.01,151.53
0,-68, ,448,-72, ,193,-52, ,0,-3, ,-23,0,1094.01,0.98,0.01,151.72
810,98, ,0,74, ,-1000,-12, ,0,0, ,0,0,1094.0,1.0,0.0,188.28
0,-9, ,732,0, ,-545,0, ,-416,16, ,182,0,1094.0,1.0,0.0,188.26
608,-78, ,101,-12, ,0,-1, ,0,-1, ,0,0,1093.96,0.98,0.01,152.24
0,47, ,675,0, ,0,39, ,0,-2, ,1,0,1093.94,0.98,0.01,152.51
0,-68, ,462,-90, ,182,-66, ,0,-3, ,-25,0,1093.94,0.98,0.01,152.49
793,69, ,-103,94, ,-690,-36, ,0,0, ,0,0,1093.92,1.0,0.0,189.21
0,-11, ,725,0, ,-514,0, ,-447,16, ,192,0,1093.92,1.0,0.0,189.25
-30,1, ,747,1, ,0,15, ,0,0, ,0,0,1093.9,0.98,0.01,152.96
293,-19, ,0,0, ,-357,0, ,-97,21, ,376,1,1093.9,0.98,0.02,142.38
299,-35, ,0,0, ,-350,0, ,-114,26, ,353,0,1093.89,0.98,0.02,142.5
818,81, ,-1,86, ,-980,-11, ,0,0, ,0,0,1093.87,1.0,0.0,189.79
0,62, ,646,0, ,0,7, ,0,-1, ,3,0,1093.87,0.98,0.02,142.72
822,98, ,-223,66, ,-580,-10, ,0,0, ,0,0,1093.83,1.0,0.0,190.29
0,56, ,647,0, ,0,11, ,0,-1, ,4,0,1093.82,0.98,0.02,143.3
689,-89, ,0,0, ,-496,0, ,-172,18, ,204,1,1093.81,1.0,0.0,190.53
818,98, ,-28,50, ,-487,-25, ,0,0, ,0,0,1093.81,1.0,0.0,190.46
0,4, ,748,0, ,0,16, ,0,-2, ,1,0,1093.8,0.98,0.01,154.18
0,46, ,660,0, ,0,9, ,0,-1, ,3,0,1093.8,0.98,0.02,143.61
0,2, ,12,-6, ,-53,-3, ,-2,47, ,824,98,1093.79,1.0,0.0,190.75
820,98, ,-8,74, ,-1000,-15, ,0,0, ,0,0,1093.77,1.0,0.0,190.92
0,80, ,630,0, ,0,27, ,0,-2, ,2,0,1093.76,0.98,0.02,144.02
753,0, ,-1000,17, ,-315,-1, ,0,0, ,0,0,1093.76,0.98,0.01,154.67
683,98, ,118,98, ,-748,-38, ,0,0, ,0,0,1093.75,1.0,0.0,191.19
0,-37, ,88,-14, ,790,31, ,-4,0, ,1,0,1093.73,1.0,0.0,191.5
-2,2, ,766,1, ,0,5, ,0,0, ,1,0,1093.73,0.98,0.01,155.01
0,51, ,652,0, ,0,17, ,0,-2, ,2,0,1093.72,0.98,0.02,144.49
727,75, ,106,67, ,-639,-7, ,0,0, ,0,0,1093.72,1.0,0.0,191.54
796,98, ,41,24, ,-441,-48, ,0,0, ,0,0,1093.7,1.0,0.0,191.74
776,-76, ,130,13, ,1,-1, ,0,-2, ,0,0,1093.66,1.0,0.0,192.24
670,-88, ,88,-54, ,113,3, ,-8,-10, ,2,0,1093.65,1.0,0.0,192.43
795,-76, ,109,12, ,3,-1, ,0,-4, ,0,0,1093.65,1.0,0.0,192.44
0,-11, ,747,0, ,-445,0, ,-502,17, ,185,0,1093.64,1.0,0.0,192.45
502,98, ,304,89, ,-1000,-44, ,0,0, ,0,0,1093.64,1.0,0.0,192.55
0,53, ,637,0, ,0,36, ,0,-2, ,2,0,1093.63,0.98,0.02,145.56
0,0, ,0,-5, ,928,30, ,-7,0, ,0,0,1093.63,1.0,0.0,192.6
681,98, ,153,31, ,-776,-53, ,0,0, ,0,0,1093.63,1.0,0.0,192.63
816,60, ,-267,84, ,-649,-33, ,0,0, ,0,0,1093.6,1.0,0.0,192.93
599,-3, ,296,98, ,4,-1, ,0,-2, ,0,0,1093.6,1.0,0.0,192.92
830,81, ,-582,58, ,-1000,-18, ,-5,0, ,0,0,1093.6,1.0,0.0,192.92
0,88, ,642,0, ,0,25, ,0,-2, ,2,0,1093.59,0.98,0.02,146.08
833,93, ,-8,98, ,-773,-15, ,0,0, ,0,0,1093.54,1.0,0.0,193.7
842,75, ,0,47, ,-118,-21, ,0,0, ,0,0,1093.54,1.0,0.0,193.67
-274,0, ,887,24, ,2,57, ,0,0, ,0,0,1093.54,1.0,0.0,193.67
235,-48, ,18,-60, ,337,-38, ,-19,-36, ,1,0,1093.52,0.98,0.02,146.83
816,68, ,-118,98, ,-559,-37, ,0,0, ,0,0,1093.52,1.0,0.0,193.92
0,72, ,663,0, ,0,9, ,0,-1, ,3,0,1093.52,0.98,0.02,146.88
0,-61, ,453,-80, ,220,-43, ,-1,-2, ,-26,0,1093.5,0.98,0.01,157.66
695,-98, ,31,-75, ,129,1, ,-7,-51, ,1,0,1093.49,1.0,0.0,194.25
0,0, ,12,-14, ,-55,-5, ,0,2, ,880,98,1093.45,1.0,0.0,194.71
0,3, ,10,-4, ,-70,-3, ,-2,52, ,844,98,1093.43,1.0,0.0,195.03
252,-98, ,437,1, ,1,-10, ,0,0, ,0,0,1093.43,0.98,0.02,147.86
733,58, ,-2,41, ,58,0, ,14,15, ,-71,98,1093.41,1.0,0.0,195.26
0,0, ,10,-28, ,-53,-1, ,-1,27, ,728,0,1093.41,0.98,0.01,158.71
-323,-2, ,900,16, ,1,60, ,0,0, ,0,0,1093.41,1.0,0.0,195.24
120,-27, ,420,0, ,-359,0, ,-1000,70, ,236,0,1093.34,0.99,0.01,172.46
820,90, ,34,67, ,-1000,-8, ,0,0, ,0,0,1093.34,1.0,0.0,196.09
0,-77, ,466,-98, ,213,-64, ,0,-3, ,-30,0,1093.34,0.98,0.01,159.53
850,98, ,-440,64, ,-747,-11, ,-9,0, ,0,0,1093.34,1.0,0.0,196.07
841,49, ,-288,98, ,-674,-32, ,0,0, ,0,0,1093.33,1.0,0.0,196.14
846,90, ,-8,82, ,-920,-15, ,0,0, ,0,0,1093.32,1.0,0.0,196.24
-142,0, ,910,16, ,1,56, ,0,0, ,0,0,1093.32,1.0,0.0,196.32
821,0, ,0,-4, ,-7,-2, ,-223,-1, ,93,98,1093.31,1.0,0.0,196.41
0,-39, ,87,-16, ,814,29, ,-4,0, ,1,0,1093.31,1.0,0.0,196.38
-280,-1, ,896,26, ,2,63, ,0,0, ,0,0,1093.29,1.0,0.0,196.58
-24,1, ,792,1, ,0,8, ,0,0, ,0,0,1093.26,0.98,0.01,160.54
617,-3, ,299,98, ,4,-1, ,0,-2, ,0,0,1093.25,1.0,0.0,197.12
658,-3, ,260,86, ,5,-1, ,0,-2, ,0,0,1093.2,1.0,0.0,197.7
0,-44, ,464,0, ,-266,0, ,-1000,44, ,260,0,1093.2,0.98,0.01,161.2
-1,-44, ,441,0, ,-271,0, ,-1000,40, ,288,0,1093.18,0.98,0.01,161.46
-56,2, ,738,7, ,1,75, ,0,0, ,0,0,1093.17,0.98,0.01,161.59
838,0, ,0,-3, ,-7,-2, ,-282,-1, ,85,98,1093.17,1.0,0.0,198.01
856,98, ,-6,98, ,-953,-15, ,0,0, ,0,0,1093.15,1.0,0.0,198.29
-89,0, ,810,11, ,1,54, ,0,0, ,0,0,1093.13,0.99,0.01,175.02
0,-10, ,786,0, ,-436,0, ,-479,16, ,178,0,1093.13,1.0,0.0,198.46
136,-32, ,61,-24, ,716,25, ,-6,0, ,2,0,1093.12,1.0,0.0,198.61
-1,2, ,799,1, ,0,8, ,0,0, ,1,0,1093.12,0.98,0.01,162.2
0,0, ,13,-16, ,-65,-4, ,0,2, ,898,98,1093.11,1.0,0.0,198.7
0,0, ,11,-10, ,-81,-5, ,0,7, ,900,97,1093.11,1.0,0.0,198.73
-255,-7, ,810,10, ,0,51, ,0,0, ,0,0,1093.08,0.99,0.01,175.52
0,-38, ,446,0, ,-263,0, ,-1000,38, ,294,0,1093.06,0.98,0.01,162.9
684,-98, ,26,-64, ,173,1, ,-8,-40, ,1,0,1093.05,1.0,0.0,199.44
855,91, ,-22,66, ,-576,-26, ,0,0, ,0,0,1093.02,1.0,0.0,199.76
650,-90, ,143,-50, ,116,4, ,-7,-8, ,2,0,1093.02,1.0,0.0,199.77
866,64, ,-889,55, ,-988,-21, ,-8,0, ,0,0,1093.02,1.0,0.0,199.79
737,-98, ,11,-74, ,149,1, ,-6,-26, ,0,0,1093.01,1.0,0.0,199.93
342,-98, ,58,-13, ,0,-1, ,0,-1, ,0,0,1093.0,0.94,0.03,90.65
-48,-2, ,0,-4, ,810,1, ,0,0, ,0,0,1092.99,0.98,0.01,163.62
0,39, ,756,0, ,0,21, ,0,-2, ,1,0,1092.99,0.98,0.01,163.69
0,82, ,741,1, ,0,2, ,6,0, ,9,0,1092.99,0.98,0.01,163.67
854,98, ,-528,51, ,-540,-41, ,0,0, ,0,0,1092.98,1.0,0.0,200.24
-154,-3, ,0,-6, ,810,1, ,0,0, ,0,0,1092.94,0.98,0.01,164.23
870,98, ,-17,56, ,-830,-20, ,0,0, ,0,0,1092.93,1.0,0.0,200.88
0,73, ,745,2, ,0,2, ,6,0, ,9,0,1092.92,0.98,0.01,164.51
0,39, ,750,0, ,0,31, ,0,-2, ,2,0,1092.91,0.98,0.01,164.66
862,98, ,-713,72, ,-543,-24, ,0,0, ,0,0,1092.91,1.0,0.0,201.11
10,-18, ,802,0, ,-275,0, ,-741,12, ,163,0,1092.88,1.0,0.0,201.4
416,-84, ,-1,0, ,-627,-1, ,-1000,3, ,0,0,1092.87,0.94,0.03,92.16
0,-89, ,480,-93, ,228,-68, ,0,-3, ,-22,0,1092.85,0.98,0.01,165.32
871,98, ,20,42, ,-432,-17, ,0,0, ,0,0,1092.84,1.0,0.0,201.97
823,-93, ,128,12, ,2,-1, ,0,-5, ,0,0,1092.84,1.0,0.0,201.86
0,43, ,764,0, ,0,19, ,0,-2, ,1,0,1092.82,0.98,0.01,165.64
776,96, ,108,98, ,-808,-7, ,0,0, ,0,0,1092.81,1.0,0.0,202.28
799,98, ,80,38, ,-377,-44, ,0,0, ,0,0,1092.77,1.0,0.0,202.75
840,0, ,0,-2, ,-3,-3, ,-135,-2, ,107,98,1092.75,1.0,0.0,202.98
-292,0, ,930,29, ,2,56, ,0,0, ,0,0,1092.74,1.0,0.0,203.1
823,-88, ,138,11, ,1,-1, ,0,-3, ,0,0,1092.74,1.0,0.0,203.06
881,98, ,-8,96, ,-1000,-15, ,0,0, ,0,0,1092.72,1.0,0.0,203.3
877,98, ,-121,87, ,-513,-19, ,0,0, ,0,0,1092.71,1.0,0.0,203.42
296,-51, ,252,-86, ,2,-28, ,0,-1, ,0,0,1092.7,0.96,0.02,130.65
-137,0, ,0,-6, ,827,1, ,0,0, ,0,0,1092.7,0.98,0.01,167.03
-15,0, ,830,2, ,0,4, ,0,0, ,0,0,1092.68,0.98,0.01,167.29
608,-18, ,327,92, ,1,-1, ,0,-5, ,0,0,1092.68,1.0,0.0,203.85
820,0, ,-650,14, ,-369,-1, ,0,0, ,0,0,1092.67,0.98,0.01,167.47
-148,-3, ,0,-6, ,826,1, ,0,0, ,0,0,1092.67,0.98,0.01,167.43
0,0, ,7,-35, ,-29,-1, ,0,16, ,780,0,1092.67,0.98,0.01,167.41
831,-7, ,119,84, ,2,-1, ,0,-2, ,0,0,1092.64,1.0,0.0,204.28
771,-70, ,5,-98, ,144,1, ,-4,-26, ,0,0,1092.62,1.0,0.0,204.51
0,64, ,749,0, ,0,30, ,0,-2, ,2,0,1092.62,0.98,0.01,167.98
743,-98, ,0,0, ,-277,0, ,-159,21, ,218,1,1092.6,1.0,0.0,204.73
776,98, ,111,98, ,-833,-17, ,0,0, ,0,0,1092.59,1.0,0.0,204.83
0,0, ,15,-14, ,-46,-4, ,0,1, ,930,98,1092.59,1.0,0.0,204.9
894,98, ,-240,64, ,-500,-11, ,0,0, ,0,0,1092.59,1.0,0.0,204.81
886,84, ,-114,85, ,-618,-18, ,0,0, ,0,0,1092.58,1.0,0.0,204.99
771,-30, ,-1,0, ,-557,0, ,-391,10, ,95,1,1092.57,0.99,0.01,181.53
428,-92, ,0,0, ,-1000,-11, ,0,0, ,0,0,1092.57,0.94,0.03,95.7
900,90, ,0,45, ,-158,-21, ,0,0, ,0,0,1092.57,1.0,0.0,205.06
712,0, ,0,-3, ,-8,-2, ,-218,-2, ,64,80,1092.56,0.98,0.01,168.75
0,0, ,0,-4, ,993,32, ,-6,0, ,0,0,1092.53,1.0,0.0,205.6
825,0, ,-1000,17, ,-318,-1, ,0,0, ,0,0,1092.53,0.98,0.01,169.07
-45,4, ,775,7, ,1,65, ,0,0, ,0,0,1092.53,0.98,0.01,169.07
-300,0, ,960,17, ,1,51, ,0,0, ,0,0,1092.52,1.0,0.0,205.69
0,0, ,0,-4, ,1000,27, ,-6,0, ,0,0,1092.5,1.0,0.0,205.97
0,0, ,9,-22, ,-42,-2, ,-1,26, ,788,0,1092.5,0.98,0.01,169.45
5,-22, ,826,0, ,-245,0, ,-623,15, ,160,0,1092.5,1.0,0.0,205.93
-33,1, ,840,1, ,0,5, ,0,0, ,0,0,1092.49,0.98,0.01,169.58
-294,0, ,950,29, ,1,54, ,0,0, ,0,0,1092.44,1.0,0.0,206.58
890,68, ,-525,75, ,-659,-26, ,0,0, ,0,0,1092.43,1.0,0.0,206.78
828,88, ,79,70, ,-850,-8, ,0,0, ,0,0,1092.43,1.0,0.0,206.78
0,67, ,782,0, ,0,8, ,0,-1, ,3,0,1092.42,0.98,0.01,170.33
0,0, ,0,-4, ,1000,32, ,-5,0, ,0,0,1092.41,1.0,0.0,206.94
902,98, ,-881,42, ,-905,-34, ,-1,0, ,0,0,1092.38,1.0,0.0,207.38
0,0, ,10,-35, ,-35,-2, ,-1,29, ,780,0,1092.38,0.98,0.01,170.81
912,72, ,-747,46, ,-576,-19, ,-7,0, ,0,0,1092.38,1.0,0.0,207.35
412,98, ,480,98, ,-238,2, ,8,-1, ,13,2,1092.35,1.0,0.0,207.69
-33,-6, ,0,-3, ,900,11, ,0,0, ,0,0,1092.35,0.99,0.01,184.17
147,-35, ,48,-67, ,-658,-9, ,-73,22, ,526,-36,1092.32,0.98,0.01,171.53
910,80, ,-4,87, ,-752,-12, ,0,0, ,0,0,1092.29,1.0,0.0,208.4
537,86, ,350,98, ,-640,-40, ,0,0, ,0,0,1092.28,1.0,0.0,208.56
