capital-gain,hours-per-week, ,capital-gain,hours-per-week, ,capital-gain,hours-per-week, ,capital-gain,hours-per-week, ,capital-gain,hours-per-week,Reward,Average Success Rate,Proportions Difference,L1 Norm
1000,0, ,0,-2, ,-4,-3, ,-218,-2, ,58,98,1087.78,0.98,0.01,224.95
234,-9, ,899,0, ,-336,0, ,-669,16, ,147,0,1087.78,1.0,0.0,261.46
820,-98, ,-1,17, ,-950,-2, ,0,0, ,0,0,1087.77,0.95,0.02,175.71
771,-98, ,-696,13, ,-420,-72, ,1,15, ,0,0,1087.76,0.95,0.02,175.78
783,-56, ,-1000,12, ,-368,-6, ,0,38, ,0,0,1087.76,0.95,0.02,175.74
1000,-98, ,9,-68, ,185,0, ,-2,-67, ,1,0,1087.76,1.0,0.0,261.71
1000,-60, ,6,-93, ,195,0, ,-9,-34, ,1,0,1087.75,1.0,0.0,261.79
810,-98, ,0,31, ,-616,-1, ,0,0, ,0,0,1087.72,0.95,0.02,176.27
833,-98, ,0,0, ,-760,-9, ,0,0, ,0,0,1087.72,0.95,0.02,176.31
521,-60, ,303,57, ,248,0, ,109,-85, ,-1,0,1087.71,1.0,0.0,262.33
1000,-98, ,33,-48, ,172,1, ,-7,-33, ,1,0,1087.7,1.0,0.0,262.43
940,-37, ,-1,0, ,-513,0, ,-393,10, ,78,1,1087.7,0.97,0.01,213.03
0,1, ,5,-24, ,-104,-4, ,-2,43, ,770,-98,1087.66,0.95,0.02,177.0
806,-98, ,0,0, ,-896,0, ,-358,6, ,32,0,1087.66,0.95,0.02,176.95
0,2, ,9,-7, ,-79,-3, ,-2,66, ,1000,-1,1087.65,0.98,0.02,215.9
1000,-78, ,7,-98, ,207,0, ,-10,-26, ,1,0,1087.64,1.0,0.0,263.13
884,-79, ,123,-34, ,32,7, ,-21,-18, ,1,0,1087.61,0.98,0.01,227.02
506,-51, ,369,70, ,212,0, ,96,-84, ,-6,0,1087.61,1.0,0.0,263.42
0,2, ,10,-7, ,-81,-2, ,-2,76, ,1000,-2,1087.61,0.98,0.02,216.38
840,-98, ,0,0, ,-810,-8, ,0,0, ,0,0,1087.61,0.95,0.02,177.51
773,-98, ,-7,77, ,-567,-17, ,0,0, ,0,0,1087.6,0.95,0.02,177.71
900,-94, ,105,-35, ,44,7, ,-23,-8, ,1,0,1087.59,0.98,0.01,227.26
788,-79, ,-1000,10, ,-422,-82, ,1,11, ,0,0,1087.59,0.95,0.02,177.79
0,1, ,12,-7, ,-95,-2, ,-1,87, ,1000,-3,1087.57,0.98,0.02,216.9
1000,-3, ,255,74, ,2,-1, ,0,-2, ,0,0,1087.56,1.0,0.0,264.1
1000,-98, ,141,-54, ,91,5, ,-9,-8, ,1,0,1087.55,1.0,0.0,264.21
0,0, ,5,-14, ,-50,-3, ,-2,65, ,773,-98,1087.54,0.95,0.02,178.34
1000,-90, ,9,-98, ,198,0, ,-6,-73, ,1,0,1087.53,1.0,0.0,264.39
-238,-28, ,58,-98, ,-806,-6, ,-73,51, ,673,-65,1087.52,0.95,0.02,178.62
0,1, ,11,-8, ,-108,-2, ,-2,80, ,1000,-6,1087.52,0.98,0.02,217.45
584,-98, ,562,89, ,54,-2, ,16,-8, ,0,0,1087.5,1.0,0.0,264.78
998,-86, ,6,-98, ,96,1, ,-4,-31, ,1,0,1087.49,0.99,0.01,241.36
874,-72, ,204,-98, ,154,5, ,-13,-8, ,3,0,1087.48,1.0,0.0,264.99
961,-84, ,174,-98, ,94,6, ,-14,-10, ,3,0,1087.48,1.0,0.0,264.98
628,-64, ,530,98, ,47,-2, ,14,-7, ,0,0,1087.47,1.0,0.0,265.14
0,0, ,83,-54, ,-168,-4, ,-12,66, ,792,-89,1087.46,0.96,0.01,202.81
-2,0, ,110,-66, ,-1000,-7, ,-83,92, ,890,-56,1087.44,0.98,0.01,228.98
850,-98, ,0,0, ,-655,-8, ,0,0, ,0,0,1087.44,0.95,0.02,179.51
1000,-85, ,11,-90, ,202,0, ,-4,-81, ,1,0,1087.43,1.0,0.0,265.59
802,-98, ,-10,36, ,-473,-21, ,0,1, ,0,0,1087.42,0.95,0.02,179.79
822,-66, ,-795,8, ,-313,-1, ,0,28, ,0,0,1087.41,0.95,0.02,179.86
1000,-98, ,8,-98, ,102,1, ,-4,-26, ,1,0,1087.39,0.99,0.01,242.5
524,-98, ,699,93, ,0,-1, ,0,-8, ,0,0,1087.39,1.0,0.0,265.99
1000,-71, ,7,-98, ,222,0, ,-10,-27, ,1,0,1087.37,1.0,0.0,266.28
850,-98, ,-16,0, ,-336,-5, ,-174,2, ,4,0,1087.36,0.95,0.02,180.46
1000,-54, ,6,-94, ,230,0, ,-10,-22, ,1,0,1087.34,1.0,0.0,266.68
224,-98, ,876,1, ,1,-11, ,0,0, ,0,0,1087.33,0.98,0.01,230.25
-4,-18, ,102,-87, ,-731,-8, ,-110,98, ,832,-83,1087.33,0.98,0.02,219.68
783,95, ,394,85, ,-745,-48, ,0,0, ,0,0,1087.32,1.0,0.0,266.87
810,-98, ,0,0, ,-896,0, ,-289,7, ,47,0,1087.32,0.95,0.02,180.95
0,1, ,4,-21, ,-114,-4, ,-1,41, ,796,-98,1087.31,0.95,0.02,181.08
487,90, ,706,81, ,-314,1, ,8,-2, ,10,1,1087.31,1.0,0.0,267.02
1000,-98, ,8,-84, ,213,0, ,-3,-71, ,1,0,1087.3,1.0,0.0,267.16
860,-98, ,0,0, ,-816,-7, ,0,0, ,0,0,1087.29,0.95,0.02,181.31
816,-98, ,-13,35, ,-446,-16, ,0,0, ,0,0,1087.29,0.95,0.02,181.29
0,0, ,29,-78, ,-117,-1, ,0,82, ,820,-24,1087.28,0.96,0.02,194.38
0,1, ,5,-11, ,-56,-2, ,-3,56, ,795,-98,1087.28,0.95,0.02,181.41
833,-74, ,-9,26, ,-393,-9, ,0,0, ,0,0,1087.27,0.95,0.02,181.51
-6,1, ,5,-14, ,-543,-7, ,-1,53, ,791,-98,1087.25,0.95,0.02,181.76
865,-86, ,0,2, ,-941,-3, ,0,0, ,0,0,1087.24,0.95,0.02,181.9
1000,-98, ,9,-84, ,216,0, ,-3,-71, ,1,0,1087.23,1.0,0.0,267.96
840,-79, ,0,29, ,-547,-2, ,0,0, ,0,0,1087.23,0.95,0.02,182.06
838,98, ,370,58, ,-667,-17, ,-1,0, ,0,0,1087.21,1.0,0.0,268.12
-1000,-38, ,70,-74, ,-902,-6, ,-45,49, ,662,-79,1087.2,0.94,0.01,180.07
880,0, ,6,-16, ,-34,-1, ,0,10, ,246,0,1087.19,0.98,0.01,231.93
482,-81, ,753,85, ,0,-2, ,0,-8, ,0,0,1087.18,1.0,0.0,268.55
1000,-98, ,155,-50, ,100,4, ,-8,-8, ,1,0,1087.18,1.0,0.0,268.54
865,-98, ,0,0, ,-557,-10, ,0,0, ,0,0,1087.16,0.95,0.02,182.9
709,-98, ,95,-98, ,247,1, ,-9,-35, ,0,0,1087.16,0.98,0.01,232.26
1000,-86, ,10,-98, ,219,0, ,-5,-80, ,1,0,1087.16,1.0,0.0,268.8
0,0, ,5,-14, ,-40,-3, ,-2,71, ,796,-98,1087.14,0.95,0.02,183.12
0,0, ,21,-77, ,-147,-1, ,0,27, ,789,-80,1087.14,0.95,0.02,183.12
787,-81, ,-805,38, ,-391,-76, ,1,12, ,0,0,1087.12,0.95,0.02,183.31
205,-76, ,1000,58, ,19,0, ,7,-12, ,-1,12,1087.1,1.0,0.0,269.4
601,-46, ,18,-50, ,618,34, ,-22,-1, ,2,0,1087.08,1.0,0.0,269.68
820,-92, ,0,0, ,-820,0, ,-322,6, ,52,0,1087.08,0.95,0.02,183.75
420,-8, ,728,0, ,-346,0, ,-616,18, ,172,0,1087.08,1.0,0.0,269.66
1000,-87, ,276,31, ,2,0, ,0,-3, ,0,0,1087.07,1.0,0.0,269.78
0,1, ,5,-9, ,-65,-2, ,-3,65, ,806,-98,1087.06,0.95,0.02,183.98
907,-98, ,123,-38, ,53,6, ,-17,-4, ,1,0,1087.06,0.98,0.01,233.47
1000,-98, ,276,31, ,2,0, ,0,-4, ,0,0,1087.05,1.0,0.0,269.99
0,1, ,6,-19, ,-81,-5, ,-1,85, ,791,-98,1087.05,0.95,0.02,184.13
870,-98, ,-59,1, ,-467,-4, ,-131,3, ,4,0,1087.0,0.95,0.02,184.78
460,-98, ,612,1, ,2,-5, ,0,0, ,0,0,1086.99,0.98,0.02,223.67
960,98, ,240,85, ,-1000,-37, ,0,0, ,0,0,1086.99,1.0,0.0,270.78
880,-98, ,0,2, ,-987,-3, ,0,0, ,0,0,1086.99,0.95,0.02,184.91
69,-45, ,65,-77, ,-641,-9, ,-45,18, ,585,-48,1086.98,0.94,0.02,172.01
830,-98, ,-59,41, ,-900,-14, ,0,1, ,0,0,1086.96,0.95,0.02,185.2
574,-87, ,495,0, ,2,-12, ,0,0, ,0,0,1086.94,0.98,0.02,224.25
851,-98, ,0,0, ,-310,0, ,-155,18, ,264,1,1086.93,0.98,0.01,234.93
980,-3, ,311,90, ,2,-1, ,0,-2, ,0,0,1086.92,1.0,0.0,271.6
820,-98, ,-725,16, ,-407,-70, ,1,14, ,0,0,1086.9,0.95,0.02,185.97
0,0, ,25,-51, ,-74,-2, ,-1,78, ,1000,-1,1086.89,0.98,0.02,224.9
0,0, ,62,-55, ,-421,-4, ,-10,69, ,729,-98,1086.88,0.95,0.02,186.13
1000,-26, ,-1,0, ,-518,0, ,-368,9, ,77,1,1086.88,0.97,0.01,222.61
0,0, ,56,-58, ,-358,-6, ,-55,75, ,732,-71,1086.87,0.95,0.02,186.25
192,-98, ,1000,1, ,2,-11, ,0,0, ,0,0,1086.87,0.99,0.01,248.62
0,0, ,11,-7, ,-148,-1, ,-3,86, ,814,-98,1086.86,0.95,0.02,186.43
853,-98, ,-1,38, ,-638,-2, ,0,0, ,0,0,1086.86,0.95,0.02,186.44
1000,-91, ,259,98, ,2,-1, ,0,-4, ,0,0,1086.84,1.0,0.0,272.55
890,-98, ,0,1, ,-633,-3, ,0,0, ,0,0,1086.83,0.95,0.02,186.71
803,-95, ,-887,38, ,-765,-70, ,1,13, ,0,0,1086.83,0.95,0.02,186.7
883,-98, ,0,0, ,-618,-12, ,0,0, ,0,0,1086.82,0.95,0.02,186.89
0,1, ,9,-23, ,-44,-3, ,-4,98, ,800,-86,1086.82,0.95,0.02,186.87
0,0, ,26,-64, ,-117,-1, ,0,40, ,791,-98,1086.81,0.95,0.02,187.02
874,-98, ,169,-97, ,43,6, ,-16,-11, ,2,0,1086.81,0.98,0.01,236.43
198,-98, ,1000,1, ,2,-9, ,0,0, ,0,0,1086.8,0.99,0.01,249.42
1000,0, ,3,-13, ,-48,-1, ,0,10, ,221,-2,1086.76,0.99,0.01,249.95
0,0, ,32,-90, ,-90,-2, ,-1,79, ,1000,-1,1086.75,0.98,0.02,226.51
890,-98, ,-44,1, ,-511,-2, ,-60,3, ,2,0,1086.73,0.95,0.02,187.96
0,0, ,32,-98, ,-94,-2, ,-1,82, ,1000,-2,1086.73,0.98,0.02,226.75
0,1, ,8,-5, ,-189,-1, ,-2,76, ,826,-98,1086.73,0.95,0.02,187.91
1000,85, ,216,72, ,-747,-42, ,0,0, ,0,0,1086.72,1.0,0.0,273.97
0,0, ,34,-80, ,-80,-1, ,-1,84, ,1000,-3,1086.7,0.98,0.02,227.15
0,1, ,6,-11, ,-94,-1, ,-3,92, ,824,-98,1086.69,0.95,0.02,188.43
436,-84, ,430,-48, ,88,-78, ,-9,-4, ,0,0,1086.68,0.97,0.02,214.39
1000,0, ,3,-8, ,-83,-2, ,0,21, ,219,-2,1086.67,0.99,0.01,250.96
0,0, ,35,-88, ,-89,-1, ,-1,83, ,1000,-4,1086.66,0.98,0.02,227.55
0,1, ,5,-8, ,-53,-1, ,-2,69, ,832,-98,1086.65,0.95,0.02,188.91
1000,-48, ,-1,0, ,-659,0, ,-348,9, ,79,1,1086.64,0.97,0.01,225.45
990,-9, ,311,91, ,2,-1, ,0,-3, ,0,0,1086.63,1.0,0.0,274.94
820,-67, ,-150,92, ,-368,-23, ,1,3, ,0,0,1086.62,0.95,0.02,189.26
1000,0, ,4,-10, ,-46,-1, ,0,13, ,228,-2,1086.62,0.99,0.01,251.56
-2,-1, ,113,-78, ,-900,-8, ,-85,95, ,934,-51,1086.61,0.98,0.01,238.73
0,1, ,5,-29, ,-100,-3, ,-2,65, ,815,-98,1086.58,0.95,0.02,189.67
0,0, ,39,-66, ,-32,-1, ,-1,65, ,774,-98,1086.57,0.95,0.02,189.75
0,0, ,38,-80, ,-100,-1, ,0,95, ,1000,-6,1086.57,0.98,0.02,228.57
0,1, ,4,-13, ,-37,-3, ,-4,81, ,830,-81,1086.56,0.95,0.02,189.92
908,-98, ,0,1, ,-576,-3, ,0,0, ,0,0,1086.53,0.95,0.02,190.31
900,-98, ,-20,0, ,-304,-4, ,-158,3, ,3,0,1086.53,0.95,0.02,190.28
460,-98, ,669,82, ,128,-2, ,18,-7, ,-2,0,1086.51,1.0,0.0,276.36
0,0, ,81,-98, ,-121,-5, ,-1,63, ,797,-98,1086.5,0.96,0.02,203.57
0,1, ,4,-10, ,-62,-2, ,-3,53, ,846,-98,1086.49,0.95,0.02,190.74
0,0, ,113,-85, ,-59,0, ,0,59, ,955,-98,1086.48,0.98,0.01,240.32
0,0, ,24,-78, ,-78,-1, ,0,31, ,822,-88,1086.46,0.95,0.02,191.11
-3,1, ,6,-21, ,-798,-7, ,-1,53, ,830,-97,1086.46,0.95,0.02,191.05
0,0, ,60,-98, ,-476,-13, ,-109,73, ,746,-65,1086.45,0.95,0.02,191.26
-4,-9, ,112,-85, ,-913,-9, ,-118,98, ,935,-90,1086.44,0.98,0.01,240.74
244,-64, ,1000,98, ,20,0, ,6,-12, ,-1,8,1086.44,1.0,0.0,277.28
260,-83, ,893,1, ,1,-11, ,0,0, ,0,0,1086.43,0.98,0.01,240.84
970,-98, ,341,32, ,2,0, ,0,-4, ,0,0,1086.43,1.0,0.0,277.36
1000,0, ,3,-11, ,-46,-1, ,0,13, ,240,-2,1086.42,0.99,0.01,253.95
900,-98, ,-4,15, ,-399,-3, ,0,0, ,0,0,1086.42,0.95,0.02,191.53
1000,-98, ,285,98, ,2,-1, ,0,-3, ,0,0,1086.41,1.0,0.0,277.56
970,-23, ,331,98, ,1,0, ,0,-5, ,0,0,1086.4,1.0,0.0,277.7
1000,0, ,4,-10, ,-52,-1, ,0,19, ,235,-2,1086.4,0.99,0.01,254.16
829,-71, ,-141,98, ,-324,-26, ,2,3, ,0,0,1086.4,0.95,0.02,191.81
0,1, ,9,-8, ,-119,-1, ,-2,68, ,1000,-12,1086.39,0.97,0.02,217.75
-2,2, ,8,-17, ,-945,-7, ,-1,48, ,840,-84,1086.38,0.95,0.02,192.04
910,-98, ,0,0, ,-695,-11, ,0,0, ,0,0,1086.38,0.95,0.02,192.09
0,2, ,5,-22, ,-67,-6, ,-1,58, ,832,-98,1086.37,0.95,0.02,192.18
458,-82, ,478,-90, ,155,-66, ,-8,-3, ,0,0,1086.35,0.98,0.01,241.82
756,0, ,7,-18, ,-33,-1, ,0,10, ,419,0,1086.31,0.98,0.01,242.31
1000,-96, ,80,-98, ,226,2, ,-10,-9, ,1,0,1086.31,1.0,0.0,278.77
918,-98, ,236,-82, ,149,5, ,-15,-6, ,3,0,1086.3,1.0,0.0,278.83
870,-57, ,-1000,14, ,-334,-7, ,0,34, ,0,0,1086.3,0.95,0.02,192.97
0,0, ,129,-70, ,-73,0, ,0,48, ,959,-83,1086.29,0.98,0.01,242.49
592,-98, ,521,1, ,2,-6, ,0,0, ,0,0,1086.28,0.98,0.02,232.07
-4,-4, ,136,-96, ,-808,-9, ,-140,98, ,926,-89,1086.27,0.98,0.01,242.76
277,-63, ,980,97, ,17,0, ,6,-11, ,-1,10,1086.24,1.0,0.0,279.61
1000,0, ,3,-9, ,-76,-2, ,0,31, ,234,-2,1086.23,0.99,0.01,256.14
1000,-84, ,299,60, ,2,0, ,0,-4, ,0,0,1086.23,1.0,0.0,279.64
815,-55, ,6,-98, ,297,0, ,-13,-22, ,0,0,1086.23,0.98,0.01,243.16
890,-98, ,0,41, ,-562,-1, ,0,0, ,0,0,1086.2,0.95,0.02,194.2
826,-98, ,268,-16, ,0,-4, ,0,-1, ,0,0,1086.2,0.97,0.01,230.62
732,-98, ,102,-37, ,274,1, ,-9,-40, ,1,0,1086.2,0.98,0.01,243.58
1000,-26, ,-415,0, ,-357,-8, ,-86,0, ,1,0,1086.19,0.96,0.02,207.24
1000,-18, ,0,0, ,-608,0, ,-271,7, ,63,0,1086.19,0.96,0.01,217.77
409,-88, ,478,-87, ,84,-79, ,-9,-4, ,0,0,1086.17,0.96,0.01,218.06
1000,-28, ,-525,0, ,-311,-8, ,-116,0, ,1,0,1086.16,0.96,0.02,207.58
1000,-29, ,-427,0, ,-246,-7, ,-118,0, ,1,0,1086.16,0.96,0.02,207.56
870,-98, ,64,-79, ,260,3, ,-8,-10, ,1,0,1086.16,0.99,0.01,256.97
0,2, ,6,-18, ,-954,-8, ,-1,52, ,850,-89,1086.15,0.95,0.02,194.7
910,-92, ,-2,23, ,-998,-2, ,0,0, ,0,0,1086.14,0.95,0.02,194.9
642,33, ,660,54, ,-149,-17, ,0,0, ,0,0,1086.13,1.0,0.0,280.92
841,-98, ,267,-14, ,1,-7, ,0,-1, ,0,0,1086.13,0.98,0.02,233.83
918,-90, ,222,-84, ,172,6, ,-21,-6, ,3,0,1086.13,1.0,0.0,280.86
1000,-81, ,302,98, ,2,0, ,0,-4, ,0,0,1086.12,1.0,0.0,280.94
1000,-29, ,-457,0, ,-321,-10, ,-97,0, ,1,0,1086.11,0.96,0.02,208.15
1000,97, ,253,77, ,-920,-37, ,0,0, ,0,0,1086.11,1.0,0.0,281.08
0,1, ,4,-9, ,-57,-2, ,-2,81, ,862,-98,1086.1,0.95,0.02,195.37
354,-78, ,800,98, ,136,-1, ,11,-6, ,-1,1,1086.09,1.0,0.0,281.38
900,-98, ,-1,36, ,-848,-2, ,0,0, ,0,0,1086.09,0.95,0.02,195.45
870,-98, ,-40,43, ,-389,-26, ,0,0, ,0,0,1086.08,0.95,0.02,195.55
860,-88, ,-208,55, ,-393,-23, ,0,2, ,0,0,1086.08,0.95,0.02,195.54
0,0, ,48,-56, ,-389,-5, ,-25,93, ,788,-69,1086.07,0.95,0.02,195.7
1000,-18, ,0,0, ,-627,0, ,-316,9, ,68,0,1086.07,0.96,0.01,219.17
0,1, ,5,-7, ,-83,-1, ,-3,70, ,867,-98,1086.06,0.95,0.02,195.76
0,1, ,5,-39, ,-57,-4, ,-2,57, ,840,-90,1086.06,0.95,0.02,195.81
584,-68, ,226,-84, ,322,1, ,-6,-17, ,1,0,1086.04,0.98,0.01,245.48
0,1, ,5,-8, ,-70,-1, ,-2,79, ,867,-98,1086.03,0.95,0.02,196.16
722,-98, ,148,-76, ,319,1, ,-10,-27, ,0,0,1086.03,0.99,0.01,258.54
524,-98, ,606,0, ,2,-5, ,0,0, ,0,0,1086.02,0.98,0.02,235.07
636,-86, ,235,-71, ,255,1, ,-9,-26, ,0,0,1086.02,0.98,0.01,245.74
0,0, ,32,-98, ,-34,-2, ,-1,61, ,814,-86,1086.01,0.95,0.02,196.41
377,-98, ,776,97, ,139,-2, ,14,-7, ,-1,1,1085.97,1.0,0.0,282.8
0,0, ,156,-88, ,-455,-14, ,-94,63, ,927,-59,1085.95,0.98,0.01,246.47
842,-78, ,-1000,49, ,-824,-58, ,1,16, ,0,0,1085.95,0.95,0.02,197.06
0,1, ,9,-6, ,-187,-2, ,-2,74, ,870,-86,1085.94,0.95,0.02,197.25
0,0, ,56,-60, ,-370,-7, ,-11,71, ,788,-98,1085.92,0.95,0.02,197.44
0,1, ,6,-17, ,-79,-5, ,-1,87, ,860,-96,1085.91,0.95,0.02,197.56
0,2, ,77,0, ,0,2, ,0,-2, ,5,0,1085.9,0.86,0.08,17.6
864,-57, ,-153,84, ,-400,-23, ,1,2, ,0,0,1085.89,0.95,0.02,197.77
345,-98, ,840,1, ,1,-11, ,0,0, ,0,0,1085.89,0.98,0.01,247.25
858,-98, ,-676,40, ,-418,-89, ,1,12, ,0,0,1085.88,0.95,0.02,197.92
-4,-3, ,133,-85, ,-697,-8, ,-131,98, ,954,-98,1085.88,0.98,0.01,247.35
0,1, ,9,-8, ,-138,-1, ,-3,93, ,872,-98,1085.87,0.95,0.02,198.04
939,-98, ,0,13, ,-497,-2, ,0,0, ,0,0,1085.81,0.95,0.02,198.7
0,1, ,5,-22, ,-127,-4, ,-1,41, ,883,-98,1085.8,0.95,0.02,198.86
495,-79, ,690,1, ,5,-13, ,0,0, ,0,0,1085.79,0.98,0.01,248.43
620,-98, ,693,84, ,2,-4, ,0,-9, ,0,0,1085.77,1.0,0.0,285.16
0,2, ,5,-25, ,-123,-8, ,-2,25, ,893,-98,1085.76,0.95,0.02,199.28
930,0, ,3,-18, ,-35,-1, ,0,11, ,276,-4,1085.76,0.98,0.01,248.71
0,0, ,59,-86, ,-64,0, ,0,40, ,820,-98,1085.76,0.95,0.02,199.27
906,-80, ,-11,33, ,-397,-19, ,0,0, ,0,0,1085.75,0.95,0.02,199.44
0,0, ,105,-98, ,-182,-4, ,-4,77, ,1000,-61,1085.75,0.98,0.01,248.9
0,0, ,23,-76, ,-70,-1, ,0,32, ,865,-98,1085.73,0.95,0.02,199.71
0,0, ,56,-55, ,-402,-5, ,-12,98, ,800,-98,1085.73,0.95,0.02,199.66
844,-98, ,-850,52, ,-517,-89, ,1,24, ,0,0,1085.73,0.95,0.02,199.67
924,-36, ,-783,9, ,-380,-1, ,0,32, ,0,0,1085.68,0.95,0.02,200.22
910,-98, ,-90,44, ,-440,-8, ,0,0, ,0,0,1085.67,0.95,0.02,200.39
0,0, ,109,-82, ,-180,-4, ,-4,87, ,1000,-98,1085.66,0.98,0.01,249.87
748,-43, ,19,-50, ,552,38, ,-18,-1, ,1,0,1085.65,1.0,0.0,286.52
0,2, ,4,-27, ,-157,-8, ,-2,19, ,905,-98,1085.65,0.95,0.02,200.64
-3,-3, ,97,-59, ,-1000,-7, ,-93,97, ,941,-75,1085.64,0.97,0.01,237.25
0,1, ,5,-25, ,-93,-2, ,-3,55, ,880,-98,1085.63,0.95,0.02,200.87
0,0, ,115,-94, ,-104,-3, ,-4,66, ,1000,-67,1085.62,0.98,0.01,250.42
329,98, ,962,81, ,-191,2, ,7,-1, ,14,2,1085.58,1.0,0.0,287.38
0,1, ,6,-26, ,-91,-3, ,-2,56, ,880,-98,1085.57,0.95,0.02,201.59
927,-98, ,-1,40, ,-678,-2, ,0,0, ,0,0,1085.57,0.95,0.02,201.62
-516,-30, ,67,-97, ,-943,-6, ,-60,55, ,774,-69,1085.57,0.95,0.02,201.62
930,-87, ,-14,21, ,-427,-18, ,0,0, ,0,0,1085.56,0.95,0.02,201.71
950,-98, ,142,-46, ,74,5, ,-8,-8, ,1,0,1085.56,0.98,0.01,251.05
956,-90, ,-50,1, ,-453,-3, ,-196,4, ,4,0,1085.54,0.95,0.02,201.95
0,1, ,5,-25, ,-102,-4, ,-2,43, ,894,-98,1085.54,0.95,0.02,201.97
630,-92, ,704,76, ,0,-3, ,0,-6, ,0,0,1085.52,1.0,0.0,288.05
0,0, ,121,-98, ,-90,-3, ,-4,72, ,1000,-79,1085.5,0.98,0.01,251.85
0,0, ,119,-97, ,-176,-4, ,-4,98, ,1000,-58,1085.5,0.98,0.01,251.8
0,1, ,6,-27, ,-79,-3, ,-3,65, ,880,-98,1085.49,0.95,0.02,202.53
567,-20, ,76,-93, ,706,34, ,-12,0, ,1,0,1085.49,1.0,0.0,288.39
1000,-98, ,127,-35, ,51,7, ,-24,-4, ,1,0,1085.48,0.98,0.01,252.03
910,-98, ,209,-98, ,41,7, ,-15,-14, ,2,0,1085.48,0.98,0.01,252.01
0,2, ,4,-26, ,-187,-7, ,-2,36, ,900,-98,1085.48,0.95,0.02,202.61
920,-98, ,-82,29, ,-427,-24, ,0,1, ,0,0,1085.47,0.95,0.02,202.73
0,0, ,65,-98, ,-485,-11, ,-49,64, ,802,-57,1085.47,0.95,0.02,202.71
928,-98, ,-90,39, ,-506,-7, ,0,0, ,0,0,1085.46,0.95,0.02,202.85
0,0, ,135,-72, ,-82,-1, ,0,50, ,1000,-98,1085.46,0.98,0.01,252.24
0,0, ,32,-74, ,-116,-1, ,0,78, ,1000,-14,1085.45,0.97,0.02,228.83
0,0, ,127,-86, ,-51,-1, ,0,67, ,1000,-98,1085.44,0.98,0.01,252.47
971,-98, ,0,1, ,-668,-4, ,0,0, ,0,0,1085.44,0.95,0.02,203.05
514,-34, ,403,0, ,-325,0, ,-1000,72, ,253,0,1085.44,0.98,0.01,252.47
0,0, ,122,-98, ,-206,-4, ,-4,98, ,1000,-98,1085.44,0.98,0.01,252.5
250,-73, ,860,83, ,209,0, ,7,-15, ,-1,7,1085.43,1.0,0.0,289.09
970,-98, ,0,0, ,-755,-7, ,0,0, ,0,0,1085.43,0.95,0.02,203.25
914,-87, ,-72,36, ,-451,-28, ,0,0, ,0,0,1085.42,0.95,0.02,203.38
-3,0, ,120,-65, ,-980,-8, ,-74,83, ,1000,-55,1085.41,0.98,0.01,252.89
216,-98, ,1000,1, ,1,-10, ,0,0, ,0,0,1085.4,0.98,0.01,253.02
970,-98, ,-181,0, ,-832,-5, ,-55,1, ,1,0,1085.39,0.95,0.02,203.72
0,0, ,81,-92, ,-52,0, ,0,58, ,870,-98,1085.38,0.96,0.02,216.78
890,-87, ,-880,18, ,-451,-80, ,0,32, ,0,0,1085.38,0.95,0.02,203.74
901,-96, ,-65,62, ,-1000,-21, ,0,1, ,0,0,1085.37,0.95,0.02,203.95
368,-32, ,950,91, ,17,0, ,4,-14, ,-1,8,1085.35,1.0,0.0,290.05
0,1, ,5,-8, ,-66,-2, ,-2,86, ,906,-65,1085.35,0.95,0.02,204.16
0,0, ,135,-98, ,-59,-1, ,0,69, ,1000,-88,1085.3,0.98,0.01,254.14
0,1, ,8,-9, ,-110,-1, ,-3,86, ,906,-98,1085.29,0.95,0.02,204.82
-1,0, ,129,-69, ,-1000,-7, ,-80,79, ,1000,-46,1085.29,0.98,0.01,254.26
719,-47, ,20,-44, ,606,34, ,-22,-1, ,2,0,1085.26,1.0,0.0,291.13
910,-94, ,-830,30, ,-510,-76, ,1,7, ,0,0,1085.25,0.95,0.02,205.36
0,0, ,133,-98, ,-217,-5, ,-4,98, ,1000,-98,1085.24,0.98,0.01,254.9
0,0, ,75,-98, ,-50,0, ,0,60, ,818,-98,1085.24,0.95,0.02,205.4
0,1, ,5,-7, ,-57,-2, ,-2,62, ,916,-98,1085.24,0.95,0.02,205.43
883,-80, ,17,-54, ,441,40, ,-15,-1, ,1,0,1085.2,1.0,0.0,291.78
480,-49, ,333,-80, ,1,-22, ,0,-1, ,0,0,1085.2,0.94,0.03,182.36
914,-96, ,255,-13, ,0,-4, ,0,-1, ,0,0,1085.18,0.98,0.02,245.04
980,-98, ,-9,0, ,-346,-4, ,-178,2, ,4,0,1085.18,0.95,0.02,206.11
0,1, ,6,-9, ,-82,-1, ,-3,81, ,915,-98,1085.18,0.95,0.02,206.18
0,1, ,7,-8, ,-132,-1, ,-3,98, ,915,-98,1085.17,0.95,0.02,206.24
0,1, ,9,-6, ,-142,-2, ,-2,66, ,1000,-21,1085.17,0.96,0.02,219.18
920,-89, ,-7,65, ,-497,-15, ,0,0, ,0,0,1085.16,0.95,0.02,206.38
420,-6, ,844,0, ,-294,0, ,-733,18, ,172,0,1085.15,1.0,0.0,292.46
1000,-20, ,0,0, ,-712,0, ,-236,7, ,70,0,1085.14,0.96,0.02,219.54
