FunctionalAssessment,ADL,MMSE, ,FunctionalAssessment,ADL,MMSE, ,FunctionalAssessment,ADL,MMSE, ,FunctionalAssessment,ADL,MMSE, ,FunctionalAssessment,ADL,MMSE,Reward,Average Success Rate,Proportions Difference,L1 Norm
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0108,0.0004,-0.0004, ,0.3532,4.1479,30.0,1080.59,0.99,0.01,4.48
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.003,4.5985,30.0,1080.59,0.99,0.01,4.48
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.2347,4.3004,30.0,1080.59,0.99,0.01,4.48
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0013,4.5656,29.3881,1080.59,0.99,0.01,4.48
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0067,0.0004,-0.0004, ,0.0343,4.6108,28.2101,1080.59,0.99,0.01,4.48
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,0.1278, ,0.2212,4.3277,27.271,1080.59,0.99,0.01,4.48
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,0.1263, ,0.2101,4.1858,30.0,1080.59,0.99,0.01,4.48
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0043,4.5793,30.0,1080.59,0.99,0.01,4.48
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,0.1299, ,0.2682,4.1284,29.6951,1080.59,0.99,0.01,4.48
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0076,4.8437,26.5374,1080.59,0.99,0.01,4.48
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0056,0.0004,-0.0004, ,0.0253,4.543,30.0,1080.59,0.99,0.01,4.48
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.1177,0.0004,-0.0004, ,0.0113,4.4344,28.9801,1080.59,0.99,0.01,4.48
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0035,4.9756,26.1941,1080.59,0.99,0.01,4.48
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.1608,4.4056,29.7,1080.59,0.99,0.01,4.48
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.2684,0.3016, ,1.2516,5.6135,30.0,1080.57,1.0,0.0,5.0
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.2532,0.2793, ,1.192,5.7207,30.0,1080.57,1.0,0.0,5.0
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,0.2787, ,0.9314,6.4934,29.679,1080.57,1.0,0.0,5.0
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.1968,0.3104, ,0.9787,6.0877,29.6717,1080.57,1.0,0.0,5.0
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.2658,4.3308,30.0,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.1418,0.0004,-0.0004, ,0.0141,4.4485,30.0,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0179,4.658,29.0848,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0191,4.627,28.7942,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.3935,4.1975,30.0,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0053,0.0004,-0.0004, ,0.0243,4.639,28.7492,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0187,4.6037,30.0,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0201,4.8007,27.3984,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,0.3021, ,0.167,4.2987,26.8084,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.1038,0.0004,-0.0004, ,0.0106,4.5168,29.6761,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0064,0.0004,-0.0004, ,0.0236,4.5852,30.0,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.3268,4.4443,26.9525,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0064,0.0004,-0.0004, ,0.0264,4.5926,30.0,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0012,4.65,30.0,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0184,5.0051,26.0419,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0045,0.0004,-0.0004, ,0.021,4.6309,29.3944,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0304,0.0004,-0.0004, ,0.3193,4.2482,30.0,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.431,4.1399,30.0,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0117,0.0004,-0.0004, ,0.4071,4.1475,30.0,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.1876,4.4472,28.4969,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,0.259, ,0.1851,4.1418,30.0,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0153,0.0004,-0.0004, ,0.4071,4.1425,30.0,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0302,0.0004,-0.0004, ,0.7347,3.7687,29.0343,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.1878,4.4524,28.4733,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0496,4.6683,27.8178,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.1224,4.5003,30.0,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.1095,0.0004,-0.0004, ,0.011,4.5231,30.0,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.1128,0.0004,-0.0004, ,0.012,4.5231,30.0,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,0.1249, ,0.2759,4.1388,29.6826,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.1693,4.417,30.0,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0279,0.0004,-0.0004, ,0.6925,3.7995,30.0,1080.55,0.99,0.01,4.49
-0.0099,0.0004,-0.0235, ,0.0004,-0.0035,0.0015, ,0.0004,0.0004,0.0044, ,0.0154,0.0074,-0.0029, ,0.8173,3.6324,29.0945,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0692,0.0004,-0.0004, ,0.0069,4.7643,26.9954,1080.55,0.99,0.01,4.49
-0.0092,0.0004,-0.0244, ,0.0004,-0.0037,0.0016, ,0.0004,0.0004,0.004, ,0.0143,0.0068,-0.0029, ,0.8091,3.7777,27.0813,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.1229,4.4786,30.0,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0742,0.0004,-0.0004, ,0.0092,4.5786,29.3769,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0482,4.6683,28.0539,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0044,4.746,27.9265,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.1375,0.0004,-0.0004, ,0.0116,4.4801,29.5664,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0056,0.0004,-0.0004, ,0.0245,4.6339,30.0,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.1278,0.0004,-0.0004, ,0.0109,4.51,28.4776,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.2927,4.3055,30.0,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,0.0974, ,0.7401,3.6926,29.3984,1080.55,0.99,0.01,4.49
-0.0739,0.0012,-0.0648, ,0.0004,-0.0168,0.0037, ,0.0044,0.0013,0.1013, ,0.0384,0.0284,-0.0036, ,0.0868,4.1606,30.0,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.4372,4.1209,28.7989,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.1405,4.4914,30.0,1080.55,0.99,0.01,4.49
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.2512,0.2836, ,1.1489,5.8703,30.0,1080.53,1.0,0.0,5.01
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.2261,0.2637, ,1.0915,6.0497,29.4,1080.53,1.0,0.0,5.01
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,0.3029, ,0.8956,6.6259,30.0,1080.53,1.0,0.0,5.01
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0038,4.7003,30.0,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.1158,0.0004,-0.0004, ,0.0106,4.5357,30.0,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0047,5.005,26.6345,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.2136,4.4724,30.0,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.1478,22.9951,1080.51,0.97,0.03,3.47
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,0.1094, ,0.2634,4.5376,26.4356,1080.51,0.99,0.01,4.5
-0.0553,0.0015,-0.0829, ,0.0006,-0.0171,0.0043, ,0.005,0.0016,0.1111, ,0.0554,0.0324,-0.0041, ,0.088,4.2477,27.7234,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.1821,0.0004,-0.0004, ,0.0127,4.48,30.0,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.1288,4.931,26.0893,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0042,0.0004,-0.0004, ,0.0201,5.5046,24.5582,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,0.1377, ,0.2602,4.211,30.0,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,0.1278, ,0.2776,4.2165,30.0,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,0.1516, ,0.26,4.2421,30.0,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,0.1539, ,0.2418,4.2335,30.0,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.2712,4.3745,29.0957,1080.51,0.99,0.01,4.5
-0.011,0.0004,-0.0395, ,0.0004,-0.0049,0.0012, ,0.0007,0.0004,0.0077, ,0.0153,0.0088,-0.0037, ,0.7079,3.7409,30.0,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0344,0.0004,-0.0004, ,0.7841,3.7664,28.7614,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.1782,4.4943,30.0,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0046,0.0004,-0.0004, ,0.0216,4.659,29.9943,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.1826,4.5145,30.0,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0314,0.0004,-0.0004, ,0.7053,3.9948,27.3179,1080.51,0.99,0.01,4.5
-0.0101,0.0004,-0.0391, ,0.0004,-0.005,0.0013, ,0.0006,0.0004,0.0085, ,0.0159,0.0089,-0.0037, ,0.6807,3.7787,29.963,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0061,0.0004,-0.0004, ,0.0221,4.6573,30.0,1080.51,0.99,0.01,4.5
-0.0733,0.001,-0.0863, ,0.0004,-0.0089,0.0028, ,0.0052,0.0014,0.0492, ,0.0808,0.0121,-0.0023, ,0.0752,4.2079,30.0,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0011,4.7312,28.4764,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,0.5578, ,0.1325,3.856,30.0,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0076,4.6927,29.3943,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0665,4.6581,30.0,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.003,4.6831,30.0,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0011,4.7117,30.0,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0186,4.7046,30.0,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0012,4.6929,30.0,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0011,4.7398,30.0,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0191,4.6733,30.0,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.3083,4.535,27.1563,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0054,0.0004,-0.0004, ,0.0204,5.2137,25.4006,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0831,0.0004,-0.0004, ,0.0095,4.5827,30.0,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,0.2061, ,0.2059,4.8992,24.926,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,0.2416, ,0.1648,4.2026,29.9923,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,0.1741, ,0.1399,5.0487,24.7621,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.4785,4.1415,30.0,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0615,4.6668,29.6931,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,0.0707, ,0.374,4.8849,24.7278,1080.51,0.99,0.01,4.5
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,0.3069, ,0.9171,6.701,30.0,1080.49,1.0,0.0,5.02
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.2231,0.2711, ,1.0621,6.1529,30.0,1080.49,1.0,0.0,5.02
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.1609,0.3708, ,1.198,5.8444,30.0,1080.49,1.0,0.0,5.02
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.2372,0.2662, ,1.1133,6.0666,30.0,1080.49,1.0,0.0,5.02
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0723,4.7052,30.0,1080.47,0.99,0.01,4.51
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0081,4.998,26.8123,1080.47,0.99,0.01,4.51
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,0.1682, ,0.1606,4.4196,28.2382,1080.47,0.99,0.01,4.51
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0041,4.7797,29.3977,1080.47,0.99,0.01,4.51
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0655,4.6836,30.0,1080.47,0.99,0.01,4.51
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.1756,4.5765,30.0,1080.47,0.99,0.01,4.51
-0.0723,0.0009,-0.0941, ,0.0004,-0.0098,0.0027, ,0.0052,0.0014,0.0435, ,0.0737,0.0141,-0.0022, ,0.0845,4.2886,30.0,1080.47,0.99,0.01,4.51
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0006,0.0004,-0.0004, ,0.0077,4.9685,27.083,1080.47,0.99,0.01,4.51
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0043,4.826,28.5317,1080.47,0.99,0.01,4.51
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0083,4.7938,29.6982,1080.47,0.99,0.01,4.51
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0049,4.7575,30.0,1080.47,0.99,0.01,4.51
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0654,4.6668,30.0,1080.47,0.99,0.01,4.51
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0047,4.7575,30.0,1080.47,0.99,0.01,4.51
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,0.6411, ,0.2199,3.7646,30.0,1080.47,0.99,0.01,4.51
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0536,4.7155,29.6146,1080.47,0.99,0.01,4.51
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0428,4.7259,30.0,1080.47,0.99,0.01,4.51
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0166,4.7911,28.4953,1080.47,0.99,0.01,4.51
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0082,4.7401,30.0,1080.47,0.99,0.01,4.51
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0232,0.0004,-0.0004, ,0.5558,4.2312,27.1426,1080.47,0.99,0.01,4.51
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0159,0.0004,-0.0004, ,0.3303,4.3406,29.9905,1080.47,0.99,0.01,4.51
