FunctionalAssessment,ADL,MMSE, ,FunctionalAssessment,ADL,MMSE, ,FunctionalAssessment,ADL,MMSE, ,FunctionalAssessment,ADL,MMSE, ,FunctionalAssessment,ADL,MMSE,Reward,Average Success Rate,Proportions Difference,L1 Norm
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2184,28.6764,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2261,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2133,29.6957,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2039,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2301,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2107,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2263,29.3987,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2391,29.1062,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2343,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2366,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2342,29.6969,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2319,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2087,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2233,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2032,29.9913,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2012,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.1965,29.9426,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2103,29.0131,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2246,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2381,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2143,28.7975,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2186,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2317,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2299,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2391,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.218,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2367,29.6916,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2135,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.215,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.1981,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.3173,27.7539,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2631,28.727,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2421,28.7578,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2397,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.3839,27.1444,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0031,0.7192,25.193,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2277,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.214,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2076,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.202,29.1102,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.1941,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.606,25.7489,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2073,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2052,29.6933,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2108,28.8307,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2191,29.9948,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2071,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.237,29.3982,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2204,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2112,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2093,29.9457,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2117,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2839,27.8974,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.3821,27.0078,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2918,28.1966,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2227,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.3985,27.0652,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0009, ,0.0008,0.0004,-0.0004, ,0.0116,0.2911,27.5737,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0009, ,0.0009,0.0004,-0.0004, ,0.0108,0.3154,27.4238,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0009, ,0.0009,0.0004,-0.0004, ,0.0106,0.3249,27.4975,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.1921,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.194,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.3745,26.9123,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.1931,29.7186,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.1989,29.7231,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2282,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2162,29.904,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2335,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2142,29.0037,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2292,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.1941,29.9818,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2133,29.6779,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2051,29.9781,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2011,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2095,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2095,29.3906,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2277,29.0884,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2475,28.1905,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.001, ,0.0008,0.0004,-0.0004, ,0.0108,0.3001,27.7877,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2167,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2064,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2485,28.1952,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2154,29.6954,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2316,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2144,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.24,29.6868,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2411,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.31,27.4566,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2633,28.511,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2714,27.9185,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2992,28.0472,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2824,28.2611,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2361,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2389,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2026,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2917,27.8981,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.285,27.9623,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.1931,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.1926,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2003,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2701,28.1656,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2333,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2189,29.1327,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2101,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2269,29.6992,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2133,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2953,27.9599,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2156,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.1997,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.4373,26.5356,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2386,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2244,29.129,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.202,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.275,27.8947,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2351,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2176,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2365,29.9638,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2621,28.785,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.3343,27.4495,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.3755,27.2365,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2847,28.2763,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.3095,27.8987,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.4198,26.6085,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2043,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2151,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2338,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.227,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2399,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2352,28.7143,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2006,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2022,30.0,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2341,29.1168,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2457,28.7889,1083.66,0.99,0.01,3.69
-0.0004,0.0004,-0.0004, ,0.0004,-0.0004,0.0004, ,0.0004,0.0004,0.0004, ,0.0004,0.0004,-0.0004, ,0.0004,0.2215,30.0,1083.66,0.99,0.01,3.69
