priors_count,length_of_stay, ,priors_count,length_of_stay, ,priors_count,length_of_stay, ,priors_count,length_of_stay, ,priors_count,length_of_stay,Reward,Average Success Rate,Proportions Difference,L1 Norm
-37.0,-681.0, ,-7.0,-293.0, ,-8.0,-389.0, ,-4.0,-184.0, ,-4.0,-14.0,1066.72,0.83,0.02,23.06
-28.0,-783.0, ,-11.0,-615.0, ,-6.0,-285.0, ,-6.0,-32.0, ,-16.0,-93.0,1066.72,0.82,0.01,23.87
-36.0,-671.0, ,-4.0,-21.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.72,0.82,0.04,10.71
-35.0,-799.0, ,-4.0,-20.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.72,0.82,0.04,10.69
-38.0,-752.0, ,-4.0,-20.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.72,0.82,0.04,10.68
-6.0,-472.0, ,-17.0,-301.0, ,-10.0,-275.0, ,-26.0,-348.0, ,-38.0,-782.0,1066.72,0.82,0.0,28.24
-27.0,-737.0, ,-17.0,-271.0, ,-20.0,-207.0, ,-9.0,-70.0, ,-7.0,-46.0,1066.72,0.82,0.01,23.86
-38.0,-497.0, ,-4.0,-80.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.72,0.8,0.02,12.3
-21.0,-799.0, ,-17.0,-642.0, ,-4.0,-238.0, ,-4.0,-101.0, ,-13.0,-79.0,1066.72,0.81,0.0,24.68
-12.0,-178.0, ,-16.0,-187.0, ,-32.0,-143.0, ,-7.0,-360.0, ,-4.0,-55.0,1066.72,0.82,0.01,23.86
-37.0,-765.0, ,-11.0,-242.0, ,-7.0,-89.0, ,-4.0,-51.0, ,-7.0,-472.0,1066.72,0.82,0.01,23.85
-33.0,-638.0, ,-9.0,-249.0, ,-12.0,-237.0, ,-5.0,-166.0, ,-4.0,-17.0,1066.72,0.83,0.02,23.05
-38.0,-743.0, ,-4.0,-75.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.72,0.8,0.02,12.29
-38.0,-706.0, ,-5.0,-36.0, ,-4.0,-5.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.71,0.81,0.03,11.55
-38.0,-687.0, ,-5.0,-35.0, ,-5.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.71,0.81,0.03,11.52
-14.0,-385.0, ,-4.0,-366.0, ,-18.0,-552.0, ,-14.0,-338.0, ,-31.0,-585.0,1066.71,0.82,0.0,28.28
-20.0,-491.0, ,-15.0,-412.0, ,-5.0,-272.0, ,-11.0,-58.0, ,-14.0,-98.0,1066.71,0.81,0.0,24.69
-34.0,-695.0, ,-5.0,-298.0, ,-5.0,-172.0, ,-4.0,-11.0, ,-5.0,-47.0,1066.71,0.81,0.01,20.31
-37.0,-721.0, ,-8.0,-290.0, ,-15.0,-210.0, ,-5.0,-146.0, ,-4.0,-21.0,1066.71,0.83,0.02,23.12
-38.0,-574.0, ,-4.0,-42.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.71,0.81,0.03,11.54
-6.0,-759.0, ,-9.0,-392.0, ,-17.0,-313.0, ,-15.0,-423.0, ,-30.0,-442.0,1066.71,0.82,0.0,28.3
-35.0,-742.0, ,-19.0,-170.0, ,-4.0,-25.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.71,0.82,0.03,15.12
-38.0,-456.0, ,-4.0,-23.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.7,0.82,0.04,10.76
-4.0,-39.0, ,-8.0,-270.0, ,-12.0,-202.0, ,-15.0,-538.0, ,-10.0,-434.0,1066.7,0.81,0.0,24.74
-34.0,-777.0, ,-10.0,-279.0, ,-6.0,-107.0, ,-4.0,-46.0, ,-7.0,-413.0,1066.7,0.82,0.01,23.95
-5.0,-799.0, ,-10.0,-394.0, ,-22.0,-311.0, ,-17.0,-400.0, ,-33.0,-430.0,1066.7,0.82,0.0,28.33
-38.0,-743.0, ,-12.0,-250.0, ,-6.0,-90.0, ,-4.0,-56.0, ,-7.0,-433.0,1066.7,0.82,0.01,23.94
-37.0,-775.0, ,-17.0,-65.0, ,-4.0,-21.0, ,-4.0,-14.0, ,-4.0,-4.0,1066.7,0.83,0.04,14.35
-19.0,-751.0, ,-15.0,-706.0, ,-4.0,-229.0, ,-4.0,-109.0, ,-12.0,-84.0,1066.7,0.81,0.0,24.76
-38.0,-760.0, ,-4.0,-22.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.7,0.82,0.04,10.79
-25.0,-799.0, ,-23.0,-294.0, ,-21.0,-216.0, ,-9.0,-124.0, ,-7.0,-46.0,1066.7,0.81,0.0,24.74
-30.0,-702.0, ,-27.0,-163.0, ,-4.0,-27.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.7,0.82,0.03,15.18
-38.0,-354.0, ,-18.0,-130.0, ,-4.0,-37.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.7,0.82,0.03,15.15
-28.0,-799.0, ,-21.0,-297.0, ,-21.0,-210.0, ,-9.0,-119.0, ,-7.0,-50.0,1066.7,0.81,0.0,24.76
-5.0,-43.0, ,-12.0,-307.0, ,-5.0,-167.0, ,-20.0,-452.0, ,-19.0,-352.0,1066.7,0.81,0.0,24.76
-17.0,-435.0, ,-4.0,-421.0, ,-22.0,-484.0, ,-16.0,-296.0, ,-29.0,-542.0,1066.7,0.82,0.0,28.32
-38.0,-567.0, ,-4.0,-23.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.7,0.82,0.04,10.79
-21.0,-645.0, ,-14.0,-397.0, ,-5.0,-274.0, ,-11.0,-50.0, ,-18.0,-108.0,1066.7,0.81,0.0,24.73
-23.0,-708.0, ,-6.0,-37.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.7,0.81,0.03,11.57
-7.0,-486.0, ,-17.0,-298.0, ,-11.0,-286.0, ,-25.0,-313.0, ,-35.0,-798.0,1066.7,0.82,0.0,28.33
-35.0,-751.0, ,-8.0,-265.0, ,-11.0,-298.0, ,-4.0,-205.0, ,-4.0,-13.0,1066.69,0.83,0.02,23.17
-6.0,-799.0, ,-9.0,-404.0, ,-19.0,-310.0, ,-16.0,-465.0, ,-30.0,-475.0,1066.69,0.82,0.0,28.36
-38.0,-750.0, ,-11.0,-255.0, ,-6.0,-98.0, ,-4.0,-53.0, ,-7.0,-433.0,1066.69,0.82,0.01,23.97
-5.0,-36.0, ,-12.0,-299.0, ,-9.0,-175.0, ,-20.0,-533.0, ,-12.0,-398.0,1066.69,0.81,0.0,24.77
-17.0,-418.0, ,-4.0,-420.0, ,-24.0,-469.0, ,-17.0,-311.0, ,-27.0,-547.0,1066.69,0.82,0.0,28.36
-16.0,-715.0, ,-15.0,-799.0, ,-4.0,-276.0, ,-4.0,-124.0, ,-11.0,-69.0,1066.69,0.81,0.0,24.79
-35.0,-782.0, ,-7.0,-264.0, ,-18.0,-231.0, ,-5.0,-178.0, ,-4.0,-17.0,1066.69,0.83,0.02,23.2
-38.0,-644.0, ,-9.0,-215.0, ,-4.0,-26.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.69,0.82,0.03,15.22
-31.0,-701.0, ,-18.0,-329.0, ,-5.0,-445.0, ,-4.0,-168.0, ,-6.0,-12.0,1066.69,0.83,0.02,23.17
-15.0,-230.0, ,-9.0,-186.0, ,-37.0,-144.0, ,-10.0,-329.0, ,-4.0,-48.0,1066.69,0.82,0.01,23.99
-38.0,-547.0, ,-5.0,-343.0, ,-5.0,-129.0, ,-5.0,-8.0, ,-4.0,-41.0,1066.69,0.82,0.02,19.6
-15.0,-777.0, ,-21.0,-359.0, ,-8.0,-146.0, ,-8.0,-140.0, ,-24.0,-63.0,1066.69,0.81,0.0,24.78
-25.0,-625.0, ,-8.0,-696.0, ,-4.0,-287.0, ,-4.0,-26.0, ,-17.0,-96.0,1066.69,0.83,0.02,23.2
-16.0,-794.0, ,-17.0,-745.0, ,-4.0,-260.0, ,-4.0,-118.0, ,-12.0,-70.0,1066.69,0.81,0.0,24.77
-38.0,-523.0, ,-5.0,-22.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.69,0.82,0.04,10.81
-6.0,-799.0, ,-9.0,-371.0, ,-20.0,-333.0, ,-18.0,-420.0, ,-29.0,-452.0,1066.68,0.82,0.0,28.4
-38.0,-793.0, ,-9.0,-285.0, ,-6.0,-101.0, ,-4.0,-51.0, ,-8.0,-439.0,1066.68,0.82,0.01,24.03
-19.0,-215.0, ,-13.0,-223.0, ,-30.0,-112.0, ,-6.0,-416.0, ,-4.0,-57.0,1066.68,0.82,0.01,24.03
-26.0,-606.0, ,-22.0,-716.0, ,-8.0,-288.0, ,-6.0,-94.0, ,-11.0,-32.0,1066.68,0.82,0.01,24.04
-34.0,-396.0, ,-5.0,-24.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.68,0.82,0.04,10.87
-37.0,-552.0, ,-5.0,-317.0, ,-5.0,-115.0, ,-5.0,-31.0, ,-4.0,-34.0,1066.68,0.81,0.01,20.43
-8.0,-486.0, ,-18.0,-298.0, ,-11.0,-306.0, ,-25.0,-294.0, ,-37.0,-799.0,1066.68,0.82,0.0,28.4
-32.0,-799.0, ,-9.0,-146.0, ,-7.0,-32.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.68,0.82,0.03,15.25
-35.0,-799.0, ,-6.0,-159.0, ,-4.0,-21.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.68,0.83,0.04,14.46
-34.0,-687.0, ,-12.0,-177.0, ,-4.0,-29.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.68,0.82,0.03,15.24
-38.0,-555.0, ,-4.0,-24.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.68,0.82,0.04,10.84
-13.0,-799.0, ,-23.0,-351.0, ,-9.0,-143.0, ,-8.0,-154.0, ,-24.0,-60.0,1066.68,0.81,0.0,24.84
-34.0,-595.0, ,-14.0,-201.0, ,-4.0,-25.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.68,0.82,0.03,15.23
-32.0,-646.0, ,-4.0,-22.0, ,-5.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.68,0.82,0.04,10.84
-18.0,-749.0, ,-16.0,-522.0, ,-6.0,-216.0, ,-4.0,-78.0, ,-12.0,-62.0,1066.68,0.82,0.01,24.03
-30.0,-769.0, ,-8.0,-246.0, ,-17.0,-217.0, ,-5.0,-198.0, ,-4.0,-17.0,1066.67,0.83,0.02,23.26
-36.0,-799.0, ,-14.0,-194.0, ,-4.0,-26.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.67,0.82,0.03,15.3
-30.0,-509.0, ,-6.0,-149.0, ,-4.0,-25.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.67,0.83,0.04,14.49
-24.0,-391.0, ,-14.0,-430.0, ,-5.0,-297.0, ,-10.0,-68.0, ,-14.0,-96.0,1066.67,0.81,0.0,24.87
-37.0,-794.0, ,-8.0,-276.0, ,-8.0,-362.0, ,-4.0,-209.0, ,-4.0,-14.0,1066.67,0.83,0.02,23.25
-38.0,-591.0, ,-5.0,-23.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.67,0.82,0.04,10.88
-23.0,-576.0, ,-7.0,-240.0, ,-4.0,-13.0, ,-4.0,-16.0, ,-4.0,-4.0,1066.67,0.82,0.03,15.27
-35.0,-431.0, ,-4.0,-96.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.67,0.8,0.02,12.5
-32.0,-712.0, ,-8.0,-259.0, ,-18.0,-231.0, ,-5.0,-185.0, ,-4.0,-17.0,1066.67,0.83,0.02,23.27
-4.0,-37.0, ,-13.0,-305.0, ,-11.0,-181.0, ,-19.0,-545.0, ,-12.0,-398.0,1066.67,0.81,0.0,24.87
-34.0,-360.0, ,-25.0,-154.0, ,-4.0,-34.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.67,0.82,0.03,15.3
-35.0,-799.0, ,-5.0,-39.0, ,-4.0,-5.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.67,0.81,0.03,11.68
-34.0,-688.0, ,-10.0,-283.0, ,-7.0,-96.0, ,-4.0,-54.0, ,-7.0,-467.0,1066.67,0.82,0.01,24.06
-22.0,-617.0, ,-26.0,-675.0, ,-8.0,-385.0, ,-5.0,-118.0, ,-5.0,-63.0,1066.67,0.81,0.0,24.87
-27.0,-660.0, ,-9.0,-689.0, ,-4.0,-279.0, ,-4.0,-25.0, ,-17.0,-105.0,1066.66,0.83,0.02,23.3
-38.0,-662.0, ,-5.0,-24.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.66,0.82,0.04,10.95
-4.0,-40.0, ,-13.0,-278.0, ,-12.0,-179.0, ,-19.0,-550.0, ,-11.0,-406.0,1066.66,0.81,0.0,24.89
-34.0,-622.0, ,-10.0,-248.0, ,-15.0,-246.0, ,-5.0,-164.0, ,-4.0,-20.0,1066.66,0.83,0.02,23.32
-31.0,-744.0, ,-8.0,-253.0, ,-16.0,-219.0, ,-5.0,-194.0, ,-4.0,-18.0,1066.66,0.83,0.02,23.3
-35.0,-530.0, ,-5.0,-298.0, ,-6.0,-110.0, ,-5.0,-34.0, ,-4.0,-34.0,1066.66,0.81,0.01,20.52
-34.0,-676.0, ,-12.0,-255.0, ,-14.0,-244.0, ,-5.0,-189.0, ,-4.0,-15.0,1066.66,0.83,0.02,23.31
-22.0,-582.0, ,-6.0,-261.0, ,-4.0,-12.0, ,-4.0,-18.0, ,-4.0,-4.0,1066.66,0.82,0.03,15.32
-17.0,-190.0, ,-13.0,-262.0, ,-26.0,-126.0, ,-6.0,-360.0, ,-4.0,-56.0,1066.66,0.82,0.01,24.12
-12.0,-594.0, ,-22.0,-437.0, ,-4.0,-138.0, ,-8.0,-132.0, ,-21.0,-56.0,1066.66,0.82,0.01,24.11
-35.0,-770.0, ,-4.0,-23.0, ,-5.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.66,0.82,0.04,10.93
-12.0,-183.0, ,-16.0,-204.0, ,-31.0,-154.0, ,-8.0,-364.0, ,-4.0,-55.0,1066.65,0.82,0.01,24.16
-19.0,-799.0, ,-13.0,-759.0, ,-4.0,-254.0, ,-4.0,-114.0, ,-11.0,-90.0,1066.65,0.81,0.0,24.95
-34.0,-720.0, ,-5.0,-160.0, ,-5.0,-25.0, ,-4.0,-15.0, ,-4.0,-4.0,1066.65,0.82,0.03,15.38
-25.0,-789.0, ,-11.0,-570.0, ,-7.0,-292.0, ,-7.0,-34.0, ,-17.0,-96.0,1066.65,0.82,0.01,24.13
-30.0,-592.0, ,-5.0,-48.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.65,0.81,0.03,11.79
-18.0,-198.0, ,-14.0,-240.0, ,-28.0,-119.0, ,-6.0,-395.0, ,-4.0,-60.0,1066.65,0.82,0.01,24.15
-20.0,-231.0, ,-12.0,-235.0, ,-32.0,-119.0, ,-6.0,-412.0, ,-4.0,-54.0,1066.65,0.82,0.01,24.15
-38.0,-790.0, ,-9.0,-320.0, ,-7.0,-394.0, ,-4.0,-207.0, ,-4.0,-14.0,1066.65,0.83,0.02,23.33
-37.0,-467.0, ,-9.0,-200.0, ,-6.0,-126.0, ,-5.0,-39.0, ,-4.0,-29.0,1066.65,0.81,0.01,20.54
-34.0,-793.0, ,-4.0,-24.0, ,-5.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.65,0.82,0.04,10.98
-30.0,-636.0, ,-4.0,-23.0, ,-5.0,-5.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.65,0.82,0.04,10.97
-34.0,-742.0, ,-10.0,-274.0, ,-14.0,-229.0, ,-6.0,-141.0, ,-4.0,-22.0,1066.65,0.83,0.02,23.33
-35.0,-799.0, ,-8.0,-41.0, ,-5.0,-37.0, ,-4.0,-35.0, ,-4.0,-4.0,1066.65,0.82,0.03,15.37
-37.0,-586.0, ,-4.0,-27.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.65,0.82,0.04,10.99
-15.0,-235.0, ,-11.0,-173.0, ,-37.0,-153.0, ,-10.0,-329.0, ,-4.0,-52.0,1066.65,0.82,0.01,24.16
-33.0,-691.0, ,-4.0,-24.0, ,-5.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.65,0.82,0.04,10.96
-21.0,-449.0, ,-15.0,-408.0, ,-6.0,-247.0, ,-12.0,-77.0, ,-10.0,-100.0,1066.64,0.81,0.0,24.98
-37.0,-791.0, ,-8.0,-302.0, ,-7.0,-418.0, ,-4.0,-223.0, ,-4.0,-15.0,1066.64,0.83,0.02,23.39
-38.0,-783.0, ,-9.0,-38.0, ,-5.0,-42.0, ,-4.0,-33.0, ,-4.0,-4.0,1066.64,0.82,0.03,15.4
-34.0,-799.0, ,-8.0,-206.0, ,-4.0,-31.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.64,0.82,0.03,15.39
-35.0,-791.0, ,-9.0,-40.0, ,-5.0,-40.0, ,-4.0,-33.0, ,-4.0,-4.0,1066.64,0.82,0.03,15.41
-8.0,-49.0, ,-7.0,-227.0, ,-8.0,-157.0, ,-21.0,-767.0, ,-21.0,-595.0,1066.64,0.81,0.0,24.96
-33.0,-799.0, ,-11.0,-267.0, ,-6.0,-86.0, ,-4.0,-64.0, ,-9.0,-375.0,1066.64,0.82,0.01,24.18
-38.0,-599.0, ,-4.0,-100.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.64,0.8,0.02,12.6
-30.0,-799.0, ,-19.0,-277.0, ,-19.0,-197.0, ,-9.0,-91.0, ,-7.0,-47.0,1066.64,0.82,0.01,24.19
-38.0,-524.0, ,-5.0,-26.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.64,0.82,0.04,11.01
-38.0,-535.0, ,-9.0,-169.0, ,-4.0,-39.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.64,0.82,0.03,15.41
-34.0,-782.0, ,-12.0,-272.0, ,-6.0,-86.0, ,-4.0,-62.0, ,-9.0,-387.0,1066.64,0.82,0.01,24.18
-19.0,-293.0, ,-20.0,-177.0, ,-12.0,-142.0, ,-8.0,-254.0, ,-13.0,-75.0,1066.64,0.81,0.0,24.97
-35.0,-747.0, ,-14.0,-221.0, ,-20.0,-293.0, ,-9.0,-159.0, ,-4.0,-29.0,1066.64,0.82,0.01,24.18
-16.0,-194.0, ,-14.0,-282.0, ,-25.0,-129.0, ,-6.0,-383.0, ,-4.0,-54.0,1066.64,0.82,0.01,24.19
-25.0,-707.0, ,-5.0,-251.0, ,-4.0,-13.0, ,-4.0,-20.0, ,-4.0,-4.0,1066.63,0.82,0.03,15.43
-21.0,-289.0, ,-19.0,-177.0, ,-12.0,-135.0, ,-8.0,-227.0, ,-14.0,-88.0,1066.63,0.81,0.0,25.01
-36.0,-799.0, ,-8.0,-282.0, ,-8.0,-391.0, ,-4.0,-228.0, ,-4.0,-15.0,1066.63,0.83,0.02,23.42
-26.0,-199.0, ,-13.0,-255.0, ,-38.0,-140.0, ,-6.0,-357.0, ,-4.0,-52.0,1066.62,0.82,0.01,24.25
-32.0,-752.0, ,-14.0,-93.0, ,-5.0,-23.0, ,-4.0,-24.0, ,-4.0,-4.0,1066.62,0.82,0.03,15.47
-31.0,-638.0, ,-18.0,-74.0, ,-4.0,-25.0, ,-4.0,-14.0, ,-4.0,-4.0,1066.62,0.83,0.04,14.69
-32.0,-797.0, ,-4.0,-103.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.62,0.8,0.02,12.69
-33.0,-690.0, ,-16.0,-178.0, ,-4.0,-33.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.62,0.82,0.03,15.49
-18.0,-799.0, ,-14.0,-791.0, ,-4.0,-257.0, ,-4.0,-121.0, ,-11.0,-89.0,1066.62,0.81,0.0,25.05
-36.0,-606.0, ,-5.0,-329.0, ,-5.0,-170.0, ,-5.0,-11.0, ,-5.0,-60.0,1066.62,0.81,0.01,20.69
-16.0,-218.0, ,-10.0,-194.0, ,-38.0,-156.0, ,-11.0,-339.0, ,-4.0,-50.0,1066.62,0.82,0.01,24.25
-35.0,-658.0, ,-6.0,-302.0, ,-5.0,-177.0, ,-5.0,-12.0, ,-5.0,-51.0,1066.62,0.81,0.01,20.66
-38.0,-667.0, ,-5.0,-290.0, ,-5.0,-175.0, ,-5.0,-12.0, ,-5.0,-57.0,1066.62,0.81,0.01,20.68
-36.0,-799.0, ,-7.0,-148.0, ,-5.0,-24.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.62,0.83,0.04,14.67
-34.0,-738.0, ,-13.0,-272.0, ,-6.0,-90.0, ,-4.0,-65.0, ,-9.0,-395.0,1066.61,0.82,0.01,24.3
-33.0,-670.0, ,-4.0,-30.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.61,0.82,0.04,11.14
-24.0,-760.0, ,-5.0,-102.0, ,-6.0,-44.0, ,-4.0,-14.0, ,-4.0,-4.0,1066.61,0.82,0.03,15.52
-37.0,-754.0, ,-4.0,-29.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.61,0.82,0.04,11.13
-21.0,-398.0, ,-9.0,-447.0, ,-30.0,-104.0, ,-17.0,-182.0, ,-4.0,-57.0,1066.61,0.82,0.01,24.3
-28.0,-703.0, ,-18.0,-80.0, ,-4.0,-25.0, ,-4.0,-13.0, ,-4.0,-4.0,1066.61,0.83,0.04,14.74
-38.0,-799.0, ,-13.0,-206.0, ,-16.0,-251.0, ,-6.0,-142.0, ,-4.0,-26.0,1066.61,0.83,0.02,23.5
-32.0,-799.0, ,-12.0,-283.0, ,-7.0,-90.0, ,-4.0,-63.0, ,-8.0,-409.0,1066.61,0.82,0.01,24.3
-18.0,-357.0, ,-9.0,-461.0, ,-33.0,-96.0, ,-16.0,-213.0, ,-4.0,-56.0,1066.61,0.82,0.01,24.32
-35.0,-692.0, ,-7.0,-220.0, ,-4.0,-35.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.61,0.82,0.03,15.53
-32.0,-669.0, ,-5.0,-26.0, ,-4.0,-5.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.61,0.82,0.04,11.13
-36.0,-579.0, ,-6.0,-198.0, ,-6.0,-129.0, ,-5.0,-33.0, ,-4.0,-23.0,1066.61,0.82,0.02,19.93
-19.0,-291.0, ,-18.0,-179.0, ,-13.0,-149.0, ,-8.0,-274.0, ,-12.0,-79.0,1066.6,0.81,0.0,25.14
-20.0,-292.0, ,-17.0,-173.0, ,-11.0,-147.0, ,-8.0,-234.0, ,-16.0,-92.0,1066.6,0.81,0.0,25.15
-7.0,-65.0, ,-5.0,-326.0, ,-5.0,-168.0, ,-12.0,-735.0, ,-19.0,-614.0,1066.6,0.81,0.0,25.12
-22.0,-234.0, ,-13.0,-250.0, ,-30.0,-131.0, ,-6.0,-400.0, ,-4.0,-54.0,1066.6,0.82,0.01,24.36
-36.0,-550.0, ,-9.0,-196.0, ,-4.0,-20.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.6,0.83,0.04,14.78
-7.0,-302.0, ,-9.0,-249.0, ,-13.0,-170.0, ,-17.0,-286.0, ,-5.0,-82.0,1066.6,0.81,0.0,25.15
-15.0,-241.0, ,-12.0,-185.0, ,-35.0,-149.0, ,-9.0,-383.0, ,-4.0,-56.0,1066.6,0.82,0.01,24.36
-8.0,-54.0, ,-6.0,-257.0, ,-9.0,-154.0, ,-19.0,-769.0, ,-18.0,-654.0,1066.6,0.81,0.0,25.12
-25.0,-234.0, ,-14.0,-234.0, ,-33.0,-141.0, ,-6.0,-370.0, ,-4.0,-50.0,1066.6,0.82,0.01,24.33
-25.0,-767.0, ,-5.0,-279.0, ,-5.0,-14.0, ,-4.0,-19.0, ,-4.0,-4.0,1066.59,0.82,0.03,15.61
-19.0,-314.0, ,-20.0,-184.0, ,-12.0,-142.0, ,-8.0,-249.0, ,-13.0,-85.0,1066.59,0.81,0.0,25.19
-27.0,-582.0, ,-15.0,-402.0, ,-6.0,-390.0, ,-4.0,-223.0, ,-5.0,-14.0,1066.59,0.83,0.02,23.58
-13.0,-179.0, ,-16.0,-195.0, ,-27.0,-132.0, ,-8.0,-312.0, ,-4.0,-44.0,1066.59,0.83,0.02,23.57
-32.0,-689.0, ,-11.0,-276.0, ,-4.0,-28.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.59,0.82,0.03,15.61
-16.0,-249.0, ,-12.0,-206.0, ,-37.0,-123.0, ,-8.0,-372.0, ,-4.0,-63.0,1066.59,0.82,0.01,24.38
-10.0,-475.0, ,-21.0,-131.0, ,-36.0,-170.0, ,-13.0,-234.0, ,-22.0,-79.0,1066.59,0.81,0.0,25.18
-26.0,-588.0, ,-15.0,-390.0, ,-6.0,-390.0, ,-4.0,-223.0, ,-5.0,-14.0,1066.59,0.83,0.02,23.58
-12.0,-221.0, ,-15.0,-212.0, ,-30.0,-142.0, ,-8.0,-357.0, ,-4.0,-59.0,1066.59,0.82,0.01,24.37
-38.0,-630.0, ,-5.0,-57.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.59,0.81,0.03,12.01
-13.0,-799.0, ,-17.0,-301.0, ,-6.0,-186.0, ,-8.0,-175.0, ,-21.0,-65.0,1066.59,0.81,0.0,25.18
-38.0,-743.0, ,-13.0,-217.0, ,-16.0,-267.0, ,-6.0,-145.0, ,-4.0,-26.0,1066.58,0.83,0.02,23.61
-28.0,-219.0, ,-14.0,-236.0, ,-38.0,-136.0, ,-7.0,-361.0, ,-4.0,-56.0,1066.58,0.82,0.01,24.43
-35.0,-517.0, ,-7.0,-191.0, ,-4.0,-45.0, ,-4.0,-4.0, ,-4.0,-4.0,1066.58,0.82,0.03,15.63
-35.0,-578.0, ,-6.0,-271.0, ,-6.0,-117.0, ,-5.0,-36.0, ,-4.0,-37.0,1066.58,0.81,0.01,20.81
-35.0,-799.0, ,-14.0,-133.0, ,-4.0,-22.0, ,-4.0,-21.0, ,-4.0,-4.0,1066.58,0.82,0.03,15.65
-27.0,-217.0, ,-14.0,-252.0, ,-36.0,-147.0, ,-6.0,-346.0, ,-4.0,-54.0,1066.57,0.82,0.01,24.46
-33.0,-565.0, ,-19.0,-506.0, ,-20.0,-231.0, ,-8.0,-107.0, ,-4.0,-49.0,1066.57,0.82,0.01,24.46
-24.0,-752.0, ,-5.0,-109.0, ,-6.0,-43.0, ,-4.0,-16.0, ,-4.0,-4.0,1066.57,0.82,0.03,15.69
-26.0,-702.0, ,-5.0,-291.0, ,-5.0,-14.0, ,-4.0,-20.0, ,-4.0,-4.0,1066.57,0.82,0.03,15.68
-29.0,-461.0, ,-18.0,-783.0, ,-5.0,-368.0, ,-4.0,-231.0, ,-4.0,-32.0,1066.57,0.82,0.01,24.47
-12.0,-568.0, ,-23.0,-598.0, ,-20.0,-264.0, ,-9.0,-97.0, ,-21.0,-64.0,1066.57,0.81,0.0,25.27
-36.0,-681.0, ,-14.0,-269.0, ,-7.0,-96.0, ,-4.0,-63.0, ,-10.0,-429.0,1066.57,0.82,0.01,24.46
-7.0,-69.0, ,-5.0,-314.0, ,-6.0,-168.0, ,-13.0,-714.0, ,-18.0,-521.0,1066.57,0.81,0.0,25.24
