priors_count,length_of_stay, ,priors_count,length_of_stay, ,priors_count,length_of_stay, ,priors_count,length_of_stay, ,priors_count,length_of_stay,Reward,Average Success Rate,Proportions Difference,L1 Norm
-37.0,-459.0, ,-19.0,-92.0, ,-4.0,-15.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.06,0.83,0.02,13.71
-38.0,-454.0, ,-19.0,-89.0, ,-4.0,-16.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.06,0.83,0.02,13.73
-27.0,-760.0, ,-10.0,-137.0, ,-4.0,-22.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.06,0.82,0.01,14.51
-31.0,-383.0, ,-10.0,-109.0, ,-4.0,-31.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.06,0.82,0.01,14.54
-36.0,-657.0, ,-6.0,-122.0, ,-5.0,-13.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.06,0.83,0.02,13.71
-32.0,-751.0, ,-4.0,-23.0, ,-5.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.06,0.81,0.01,10.92
-38.0,-726.0, ,-14.0,-40.0, ,-4.0,-36.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.06,0.83,0.02,13.72
-34.0,-746.0, ,-4.0,-25.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.06,0.81,0.01,10.94
-34.0,-557.0, ,-11.0,-336.0, ,-4.0,-69.0, ,-4.0,-41.0, ,-4.0,-7.0,1069.06,0.82,0.0,18.9
-36.0,-627.0, ,-4.0,-26.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.06,0.81,0.01,10.95
-31.0,-455.0, ,-4.0,-12.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.06,0.82,0.02,10.14
-30.0,-799.0, ,-4.0,-11.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.05,0.82,0.02,10.18
-33.0,-602.0, ,-16.0,-108.0, ,-5.0,-11.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.05,0.83,0.02,13.77
-38.0,-728.0, ,-7.0,-12.0, ,-4.0,-12.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.05,0.81,0.01,10.98
-36.0,-759.0, ,-6.0,-244.0, ,-4.0,-72.0, ,-4.0,-46.0, ,-4.0,-11.0,1069.05,0.82,0.0,18.96
-33.0,-337.0, ,-4.0,-29.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.05,0.81,0.01,10.99
-31.0,-560.0, ,-4.0,-12.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.05,0.82,0.02,10.17
-30.0,-319.0, ,-9.0,-94.0, ,-4.0,-39.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.05,0.82,0.01,14.55
-34.0,-389.0, ,-4.0,-28.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.05,0.81,0.01,10.98
-38.0,-559.0, ,-4.0,-27.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.05,0.81,0.01,10.98
-30.0,-784.0, ,-15.0,-26.0, ,-4.0,-58.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.05,0.83,0.02,13.78
-32.0,-791.0, ,-6.0,-264.0, ,-4.0,-63.0, ,-4.0,-47.0, ,-4.0,-12.0,1069.05,0.82,0.0,18.95
-32.0,-380.0, ,-4.0,-28.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.05,0.81,0.01,10.98
-37.0,-738.0, ,-7.0,-127.0, ,-4.0,-28.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.05,0.82,0.01,14.56
-34.0,-458.0, ,-12.0,-83.0, ,-5.0,-19.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.04,0.83,0.02,13.79
-28.0,-661.0, ,-10.0,-133.0, ,-4.0,-25.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.04,0.82,0.01,14.6
-31.0,-417.0, ,-11.0,-39.0, ,-4.0,-45.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.04,0.83,0.02,13.8
-38.0,-556.0, ,-5.0,-26.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.04,0.81,0.01,11.02
-33.0,-395.0, ,-4.0,-29.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.04,0.81,0.01,11.02
-35.0,-303.0, ,-4.0,-31.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.04,0.81,0.01,11.03
-38.0,-799.0, ,-13.0,-29.0, ,-4.0,-54.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.04,0.83,0.02,13.8
-38.0,-426.0, ,-4.0,-29.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.04,0.81,0.01,11.03
-31.0,-686.0, ,-5.0,-11.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.04,0.82,0.02,10.23
-33.0,-529.0, ,-6.0,-151.0, ,-4.0,-12.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.04,0.83,0.02,13.8
-35.0,-688.0, ,-15.0,-111.0, ,-5.0,-11.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.04,0.83,0.02,13.81
-28.0,-773.0, ,-4.0,-12.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.04,0.82,0.02,10.23
-32.0,-393.0, ,-5.0,-152.0, ,-4.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.04,0.83,0.02,13.82
-35.0,-454.0, ,-5.0,-176.0, ,-4.0,-24.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.04,0.82,0.01,14.59
-30.0,-527.0, ,-10.0,-368.0, ,-4.0,-73.0, ,-4.0,-40.0, ,-4.0,-8.0,1069.04,0.82,0.0,18.98
-36.0,-356.0, ,-10.0,-125.0, ,-4.0,-29.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.04,0.82,0.01,14.62
-33.0,-799.0, ,-11.0,-48.0, ,-4.0,-35.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.03,0.83,0.02,13.85
-38.0,-730.0, ,-4.0,-28.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.03,0.81,0.01,11.07
-37.0,-739.0, ,-13.0,-155.0, ,-4.0,-20.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.03,0.82,0.01,14.65
-36.0,-649.0, ,-16.0,-108.0, ,-5.0,-12.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.03,0.83,0.02,13.84
-37.0,-655.0, ,-4.0,-13.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.03,0.82,0.02,10.26
-34.0,-703.0, ,-4.0,-28.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.03,0.81,0.01,11.07
-28.0,-687.0, ,-10.0,-134.0, ,-4.0,-26.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.03,0.82,0.01,14.66
-38.0,-667.0, ,-21.0,-104.0, ,-5.0,-12.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.03,0.83,0.02,13.84
-36.0,-687.0, ,-17.0,-107.0, ,-4.0,-13.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.03,0.83,0.02,13.83
-37.0,-620.0, ,-15.0,-128.0, ,-4.0,-23.0, ,-5.0,-4.0, ,-4.0,-4.0,1069.03,0.82,0.01,14.65
-38.0,-542.0, ,-20.0,-100.0, ,-4.0,-15.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.03,0.83,0.02,13.84
-37.0,-670.0, ,-4.0,-28.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.03,0.81,0.01,11.06
-36.0,-500.0, ,-6.0,-148.0, ,-4.0,-13.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.03,0.83,0.02,13.83
-37.0,-487.0, ,-19.0,-98.0, ,-4.0,-16.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.03,0.83,0.02,13.85
-38.0,-656.0, ,-4.0,-28.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.03,0.81,0.01,11.05
-27.0,-609.0, ,-17.0,-115.0, ,-5.0,-11.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.03,0.83,0.02,13.86
-31.0,-336.0, ,-10.0,-106.0, ,-4.0,-35.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.03,0.82,0.01,14.63
-37.0,-623.0, ,-4.0,-28.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.03,0.81,0.01,11.04
-38.0,-689.0, ,-4.0,-26.0, ,-5.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.03,0.81,0.01,11.05
-35.0,-310.0, ,-4.0,-31.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.03,0.81,0.01,11.04
-32.0,-623.0, ,-4.0,-29.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.02,0.81,0.01,11.09
-37.0,-433.0, ,-4.0,-30.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.02,0.81,0.01,11.08
-35.0,-404.0, ,-4.0,-31.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.02,0.81,0.01,11.11
-33.0,-561.0, ,-4.0,-30.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.02,0.81,0.01,11.11
-38.0,-512.0, ,-24.0,-90.0, ,-4.0,-18.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.02,0.83,0.02,13.9
-32.0,-411.0, ,-4.0,-31.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.02,0.81,0.01,11.11
-33.0,-799.0, ,-4.0,-28.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.02,0.81,0.01,11.09
-36.0,-773.0, ,-4.0,-28.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.02,0.81,0.01,11.09
-34.0,-731.0, ,-16.0,-48.0, ,-4.0,-34.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.02,0.83,0.02,13.9
-34.0,-791.0, ,-4.0,-13.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.02,0.82,0.02,10.29
-38.0,-797.0, ,-4.0,-13.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.02,0.82,0.02,10.3
-35.0,-721.0, ,-4.0,-27.0, ,-5.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.02,0.81,0.01,11.11
-38.0,-775.0, ,-4.0,-13.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.02,0.82,0.02,10.29
-38.0,-696.0, ,-4.0,-27.0, ,-5.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.02,0.81,0.01,11.1
-37.0,-649.0, ,-4.0,-29.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.02,0.81,0.01,11.1
-31.0,-692.0, ,-4.0,-29.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.02,0.81,0.01,11.11
-36.0,-672.0, ,-4.0,-29.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.02,0.81,0.01,11.1
-38.0,-511.0, ,-19.0,-97.0, ,-4.0,-17.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.02,0.83,0.02,13.9
-31.0,-799.0, ,-4.0,-13.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.02,0.82,0.02,10.3
-28.0,-718.0, ,-4.0,-27.0, ,-4.0,-5.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.02,0.81,0.01,11.1
-30.0,-643.0, ,-17.0,-117.0, ,-5.0,-11.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.02,0.83,0.02,13.9
-27.0,-756.0, ,-4.0,-27.0, ,-4.0,-5.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.02,0.81,0.01,11.11
-30.0,-456.0, ,-7.0,-152.0, ,-4.0,-13.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.01,0.83,0.02,13.92
-34.0,-783.0, ,-5.0,-12.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.01,0.82,0.02,10.32
-28.0,-701.0, ,-9.0,-141.0, ,-4.0,-27.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.01,0.82,0.01,14.74
-38.0,-799.0, ,-9.0,-121.0, ,-4.0,-30.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.01,0.82,0.01,14.71
-38.0,-712.0, ,-4.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.01,0.82,0.02,10.33
-35.0,-749.0, ,-12.0,-271.0, ,-5.0,-106.0, ,-5.0,-16.0, ,-4.0,-5.0,1069.01,0.83,0.01,18.3
-35.0,-683.0, ,-4.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.01,0.82,0.02,10.32
-38.0,-565.0, ,-4.0,-30.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.01,0.81,0.01,11.12
-27.0,-403.0, ,-5.0,-778.0, ,-4.0,-314.0, ,-4.0,-18.0, ,-14.0,-108.0,1069.01,0.83,0.0,22.71
-28.0,-718.0, ,-4.0,-28.0, ,-4.0,-5.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.01,0.81,0.01,11.15
-36.0,-668.0, ,-4.0,-30.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.01,0.81,0.01,11.14
-36.0,-551.0, ,-4.0,-15.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.01,0.82,0.02,10.35
-28.0,-634.0, ,-12.0,-361.0, ,-4.0,-70.0, ,-4.0,-46.0, ,-4.0,-7.0,1069.01,0.82,0.0,19.12
-34.0,-799.0, ,-5.0,-12.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.01,0.82,0.02,10.32
-29.0,-417.0, ,-10.0,-117.0, ,-4.0,-33.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.01,0.82,0.01,14.73
-36.0,-691.0, ,-4.0,-30.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.01,0.81,0.01,11.15
-36.0,-322.0, ,-4.0,-33.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.01,0.81,0.01,11.14
-29.0,-466.0, ,-8.0,-106.0, ,-4.0,-39.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.01,0.82,0.01,14.73
-38.0,-668.0, ,-5.0,-13.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.01,0.82,0.02,10.35
-36.0,-663.0, ,-4.0,-30.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.01,0.81,0.01,11.14
-36.0,-781.0, ,-4.0,-29.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.01,0.81,0.01,11.13
-36.0,-602.0, ,-4.0,-30.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.01,0.81,0.01,11.13
-38.0,-500.0, ,-25.0,-87.0, ,-4.0,-19.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.01,0.83,0.02,13.91
-38.0,-471.0, ,-4.0,-16.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.82,0.02,10.38
-34.0,-632.0, ,-4.0,-15.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.82,0.02,10.37
-35.0,-586.0, ,-4.0,-31.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.81,0.01,11.16
-35.0,-559.0, ,-4.0,-31.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.81,0.01,11.16
-34.0,-313.0, ,-4.0,-34.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.81,0.01,11.17
-35.0,-571.0, ,-5.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.82,0.02,10.38
-34.0,-761.0, ,-4.0,-30.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.81,0.01,11.17
-38.0,-782.0, ,-4.0,-30.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.81,0.01,11.18
-31.0,-799.0, ,-4.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.82,0.02,10.36
-30.0,-427.0, ,-5.0,-149.0, ,-5.0,-15.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.83,0.02,13.95
-38.0,-799.0, ,-4.0,-30.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.81,0.01,11.18
-38.0,-490.0, ,-25.0,-90.0, ,-4.0,-19.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.83,0.02,13.95
-35.0,-420.0, ,-17.0,-120.0, ,-4.0,-29.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.82,0.01,14.75
-33.0,-461.0, ,-4.0,-30.0, ,-4.0,-5.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.81,0.01,11.17
-28.0,-760.0, ,-5.0,-13.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.82,0.02,10.37
-26.0,-799.0, ,-5.0,-13.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.82,0.02,10.38
-36.0,-735.0, ,-5.0,-13.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.82,0.02,10.36
-38.0,-777.0, ,-4.0,-28.0, ,-5.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.81,0.01,11.17
-37.0,-443.0, ,-4.0,-16.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.82,0.02,10.37
-31.0,-512.0, ,-11.0,-101.0, ,-4.0,-38.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.82,0.01,14.77
-38.0,-514.0, ,-4.0,-32.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.81,0.01,11.19
-37.0,-296.0, ,-4.0,-35.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.81,0.01,11.18
-31.0,-763.0, ,-16.0,-116.0, ,-5.0,-12.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.83,0.02,13.97
-37.0,-593.0, ,-20.0,-108.0, ,-4.0,-15.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.83,0.02,13.96
-37.0,-589.0, ,-4.0,-31.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.81,0.01,11.17
-34.0,-332.0, ,-4.0,-33.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.81,0.01,11.16
-33.0,-444.0, ,-4.0,-32.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.81,0.01,11.17
-37.0,-703.0, ,-4.0,-29.0, ,-4.0,-5.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.81,0.01,11.19
-38.0,-771.0, ,-4.0,-30.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.81,0.01,11.17
-38.0,-742.0, ,-5.0,-13.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.82,0.02,10.37
-38.0,-640.0, ,-4.0,-31.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1069.0,0.81,0.01,11.18
-31.0,-447.0, ,-6.0,-169.0, ,-4.0,-13.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.83,0.02,14.0
-38.0,-354.0, ,-5.0,-176.0, ,-4.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.83,0.02,14.01
-37.0,-368.0, ,-5.0,-172.0, ,-4.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.83,0.02,13.99
-38.0,-681.0, ,-5.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.82,0.02,10.41
-26.0,-363.0, ,-10.0,-112.0, ,-4.0,-37.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.82,0.01,14.79
-28.0,-462.0, ,-6.0,-136.0, ,-5.0,-17.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.83,0.02,14.02
-34.0,-721.0, ,-5.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.82,0.02,10.42
-31.0,-696.0, ,-5.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.82,0.02,10.41
-37.0,-698.0, ,-5.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.82,0.02,10.41
-34.0,-586.0, ,-4.0,-32.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.81,0.01,11.21
-33.0,-740.0, ,-18.0,-114.0, ,-5.0,-13.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.83,0.02,14.02
-32.0,-577.0, ,-4.0,-16.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.82,0.02,10.41
-33.0,-630.0, ,-4.0,-16.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.82,0.02,10.42
-29.0,-417.0, ,-5.0,-187.0, ,-4.0,-12.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.83,0.02,13.99
-29.0,-446.0, ,-6.0,-180.0, ,-4.0,-12.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.83,0.02,14.02
-30.0,-690.0, ,-5.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.82,0.02,10.41
-31.0,-531.0, ,-4.0,-31.0, ,-4.0,-5.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.81,0.01,11.23
-37.0,-572.0, ,-4.0,-16.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.82,0.02,10.41
-38.0,-727.0, ,-5.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.82,0.02,10.42
-31.0,-507.0, ,-5.0,-193.0, ,-4.0,-11.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.83,0.02,13.99
-37.0,-735.0, ,-4.0,-31.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.81,0.01,11.21
-33.0,-549.0, ,-4.0,-32.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.81,0.01,11.2
-33.0,-759.0, ,-25.0,-78.0, ,-4.0,-22.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.83,0.02,14.01
-29.0,-497.0, ,-12.0,-101.0, ,-4.0,-39.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.82,0.01,14.82
-38.0,-771.0, ,-4.0,-31.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.81,0.01,11.22
-38.0,-668.0, ,-4.0,-30.0, ,-4.0,-5.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.81,0.01,11.22
-38.0,-331.0, ,-5.0,-32.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.81,0.01,11.2
-33.0,-669.0, ,-19.0,-110.0, ,-5.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.83,0.02,14.02
-33.0,-689.0, ,-20.0,-113.0, ,-5.0,-13.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.83,0.02,14.01
-31.0,-727.0, ,-4.0,-31.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.81,0.01,11.2
-36.0,-483.0, ,-4.0,-33.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.81,0.01,11.22
-37.0,-628.0, ,-4.0,-32.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.81,0.01,11.22
-37.0,-413.0, ,-13.0,-103.0, ,-5.0,-18.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.83,0.02,14.01
-37.0,-652.0, ,-4.0,-32.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.81,0.01,11.22
-36.0,-602.0, ,-4.0,-32.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.81,0.01,11.21
-38.0,-322.0, ,-4.0,-35.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.81,0.01,11.22
-32.0,-586.0, ,-4.0,-32.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.81,0.01,11.21
-33.0,-737.0, ,-7.0,-38.0, ,-5.0,-32.0, ,-4.0,-30.0, ,-4.0,-4.0,1068.99,0.82,0.01,14.82
-38.0,-677.0, ,-4.0,-32.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.81,0.01,11.23
-33.0,-730.0, ,-5.0,-14.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.82,0.02,10.42
-37.0,-799.0, ,-4.0,-15.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.99,0.82,0.02,10.42
-36.0,-799.0, ,-13.0,-100.0, ,-4.0,-22.0, ,-4.0,-13.0, ,-4.0,-4.0,1068.99,0.82,0.01,14.81
-37.0,-370.0, ,-5.0,-33.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.98,0.81,0.01,11.27
-30.0,-499.0, ,-4.0,-34.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.98,0.81,0.01,11.26
-29.0,-495.0, ,-6.0,-190.0, ,-4.0,-11.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.98,0.83,0.02,14.04
-35.0,-708.0, ,-4.0,-16.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.98,0.82,0.02,10.45
-36.0,-564.0, ,-5.0,-333.0, ,-5.0,-120.0, ,-5.0,-8.0, ,-4.0,-33.0,1068.98,0.82,0.0,19.23
-38.0,-746.0, ,-4.0,-30.0, ,-5.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.98,0.81,0.01,11.25
-38.0,-588.0, ,-4.0,-33.0, ,-4.0,-4.0, ,-4.0,-4.0, ,-4.0,-4.0,1068.98,0.81,0.01,11.25
